board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,1,cgcut1_0001,0.0,0.0,8.0,4.0,8.0,4.0,0
1,2,cgcut1_0002,0.0,4.0,8.0,4.0,8.0,4.0,0
1,4,cgcut1_0004,0.0,8.0,8.0,2.0,8.0,2.0,0
1,5,cgcut1_0005,8.0,0.0,2.0,8.0,8.0,2.0,1
1,6,cgcut1_0006,10.0,0.0,2.0,8.0,8.0,2.0,1
1,3,cgcut1_0003,12.0,0.0,3.0,7.0,3.0,7.0,0
1,12,cgcut1_0012,12.0,7.0,3.0,3.0,3.0,3.0,0
1,14,cgcut1_0014,8.0,8.0,3.0,2.0,3.0,2.0,0
1,16,cgcut1_0016,11.0,8.0,1.0,2.0,2.0,1.0,1
2,7,cgcut1_0007,0.0,0.0,4.0,3.0,3.0,4.0,1
2,8,cgcut1_0008,0.0,3.0,4.0,3.0,3.0,4.0,1
2,9,cgcut1_0009,0.0,6.0,3.0,4.0,3.0,4.0,0
2,10,cgcut1_0010,3.0,6.0,3.0,4.0,3.0,4.0,0
2,11,cgcut1_0011,4.0,0.0,4.0,3.0,3.0,4.0,1
2,13,cgcut1_0013,4.0,3.0,3.0,3.0,3.0,3.0,0
2,15,cgcut1_0015,6.0,6.0,2.0,3.0,3.0,2.0,1
