Customernumber,Fleng,Fwidth,Quantity
data2_ORD_000001,232.3,250.0,1
data2_ORD_000002,232.3,250.0,1
data2_ORD_000003,463.0,439.0,1
data2_ORD_000004,953.0,439.0,1
data2_ORD_000005,854.0,543.0,1
data2_ORD_000006,1898.5,552.0,1
data2_ORD_000007,750.0,568.0,1
data2_ORD_000008,944.0,473.0,1
data2_ORD_000009,2204.0,413.0,1
data2_ORD_000010,450.0,437.0,1
data2_ORD_000011,445.0,573.0,1
data2_ORD_000012,919.0,573.0,1
data2_ORD_000013,1259.0,580.0,1
data2_ORD_000014,205.0,589.0,1
data2_ORD_000015,1858.0,554.0,1
data2_ORD_000016,790.0,403.0,1
data2_ORD_000017,580.0,530.0,1
data2_ORD_000018,1820.0,350.0,1
data2_ORD_000019,2107.0,725.0,1
data2_ORD_000020,642.0,311.0,1
data2_ORD_000021,762.0,530.0,1
data2_ORD_000022,410.0,300.0,1
data2_ORD_000023,476.0,423.0,1
data2_ORD_000024,510.0,554.0,1
data2_ORD_000025,2348.0,544.0,1
data2_ORD_000026,494.0,437.0,1
data2_ORD_000027,528.0,343.0,1
data2_ORD_000028,886.0,533.0,1
data2_ORD_000029,886.0,533.0,1
data2_ORD_000030,464.0,180.0,1
data2_ORD_000031,1401.5,464.0,1
data2_ORD_000032,1288.0,533.0,1
data2_ORD_000033,362.0,371.0,1
data2_ORD_000034,910.0,553.0,1
data2_ORD_000035,394.0,603.0,1
data2_ORD_000036,913.0,551.0,1
data2_ORD_000037,1214.0,406.0,1
data2_ORD_000038,377.0,533.0,1
data2_ORD_000039,378.0,503.0,1
data2_ORD_000040,839.0,503.0,1
data2_ORD_000041,514.0,573.0,1
data2_ORD_000042,600.0,580.0,1
data2_ORD_000043,782.0,479.0,1
data2_ORD_000044,414.0,553.0,1
data2_ORD_000045,873.0,553.0,1
data2_ORD_000046,414.0,553.0,1
data2_ORD_000047,1641.0,350.0,1
data2_ORD_000048,482.0,397.0,1
data2_ORD_000049,2040.0,554.0,1
data2_ORD_000050,1812.0,423.0,1
data2_ORD_000051,439.5,551.0,1
data2_ORD_000052,1100.0,550.0,1
data2_ORD_000053,660.0,580.0,1
data2_ORD_000054,381.0,403.0,1
data2_ORD_000055,832.0,199.0,1
data2_ORD_000056,2040.0,534.0,1
data2_ORD_000057,345.0,543.0,1
data2_ORD_000058,754.0,539.0,1
data2_ORD_000059,624.0,346.0,1
data2_ORD_000060,380.0,1180.0,1
data2_ORD_000061,468.0,551.0,1
data2_ORD_000062,826.5,458.5,1
data2_ORD_000063,898.5,371.8,1
data2_ORD_000064,353.5,201.5,1
data2_ORD_000065,557.5,435.0,1
data2_ORD_000066,468.0,551.0,1
data2_ORD_000067,199.5,442.0,1
data2_ORD_000068,364.0,573.0,1
data2_ORD_000069,782.0,450.0,1
data2_ORD_000070,793.0,543.0,1
data2_ORD_000071,186.5,540.0,1
data2_ORD_000072,836.5,349.0,1
data2_ORD_000073,970.0,417.0,1
data2_ORD_000074,509.0,378.0,1
data2_ORD_000075,944.0,553.0,1
data2_ORD_000076,1064.0,383.0,1
data2_ORD_000077,2320.0,683.0,1
data2_ORD_000078,1100.0,1000.0,1
data2_ORD_000079,417.0,531.0,1
data2_ORD_000080,464.0,480.0,1
