board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,1,cgcut2_0001,0.0,0.0,21.0,22.0,21.0,22.0,0
1,2,cgcut2_0002,0.0,22.0,13.0,31.0,31.0,13.0,1
1,3,cgcut2_0003,13.0,22.0,9.0,35.0,9.0,35.0,0
1,4,cgcut2_0004,0.0,57.0,35.0,9.0,9.0,35.0,1
1,5,cgcut2_0005,22.0,0.0,9.0,35.0,9.0,35.0,0
1,6,cgcut2_0006,31.0,0.0,9.0,24.0,9.0,24.0,0
1,7,cgcut2_0007,31.0,24.0,9.0,24.0,9.0,24.0,0
1,15,cgcut2_0015,22.0,35.0,8.0,14.0,14.0,8.0,1
1,16,cgcut2_0016,22.0,49.0,14.0,8.0,14.0,8.0,0
2,8,cgcut2_0008,0.0,0.0,9.0,24.0,9.0,24.0,0
2,9,cgcut2_0009,0.0,24.0,7.0,30.0,30.0,7.0,1
2,10,cgcut2_0010,7.0,24.0,7.0,30.0,30.0,7.0,1
2,11,cgcut2_0011,0.0,54.0,13.0,11.0,11.0,13.0,1
2,12,cgcut2_0012,13.0,54.0,13.0,11.0,11.0,13.0,1
2,13,cgcut2_0013,9.0,0.0,13.0,11.0,11.0,13.0,1
2,14,cgcut2_0014,14.0,11.0,10.0,14.0,10.0,14.0,0
2,17,cgcut2_0017,14.0,25.0,8.0,14.0,14.0,8.0,1
2,18,cgcut2_0018,14.0,39.0,12.0,8.0,12.0,8.0,0
2,19,cgcut2_0019,22.0,0.0,12.0,8.0,12.0,8.0,0
2,20,cgcut2_0020,22.0,25.0,12.0,8.0,12.0,8.0,0
2,21,cgcut2_0021,14.0,47.0,13.0,7.0,13.0,7.0,0
2,22,cgcut2_0022,26.0,54.0,7.0,13.0,13.0,7.0,1
2,23,cgcut2_0023,26.0,33.0,7.0,13.0,13.0,7.0,1
