uid,Upi,Fleng,Fwidth
1,M3b_0001,16,13
2,M3b_0002,16,26
3,M3b_0003,16,13
4,M3b_0004,23,16
5,M3b_0005,20,13
6,M3b_0006,3,23
7,M3b_0007,3,20
8,M3b_0008,26,16
9,M3b_0009,23,16
10,M3b_0010,13,26
11,M3b_0011,16,13
12,M3b_0012,29,20
13,M3b_0013,7,13
14,M3b_0014,7,23
15,M3b_0015,29,20
16,M3b_0016,3,10
17,M3b_0017,3,20
18,M3b_0018,7,26
19,M3b_0019,26,20
20,M3b_0020,23,26
21,M3b_0021,3,7
22,M3b_0022,23,20
23,M3b_0023,7,3
24,M3b_0024,7,20
25,M3b_0025,13,10
26,M3b_0026,13,20
27,M3b_0027,26,26
28,M3b_0028,16,20
29,M3b_0029,26,29
30,M3b_0030,7,20
31,M3b_0031,13,10
32,M3b_0032,7,26
33,M3b_0033,3,13
34,M3b_0034,20,10
35,M3b_0035,16,10
36,M3b_0036,10,3
37,M3b_0037,26,7
38,M3b_0038,10,26
39,M3b_0039,29,26
40,M3b_0040,23,20
41,M3b_0041,13,26
42,M3b_0042,10,26
43,M3b_0043,10,10
44,M3b_0044,16,29
45,M3b_0045,3,3
46,M3b_0046,16,13
47,M3b_0047,3,10
48,M3b_0048,29,10
49,M3b_0049,7,7
50,M3b_0050,3,3
51,M3b_0051,13,29
52,M3b_0052,13,13
53,M3b_0053,29,26
54,M3b_0054,16,26
55,M3b_0055,23,13
56,M3b_0056,10,3
57,M3b_0057,16,29
58,M3b_0058,13,10
59,M3b_0059,20,10
60,M3b_0060,23,29
61,M3b_0061,13,29
62,M3b_0062,20,26
63,M3b_0063,20,7
64,M3b_0064,10,13
65,M3b_0065,3,13
66,M3b_0066,3,20
67,M3b_0067,26,20
68,M3b_0068,23,26
69,M3b_0069,16,23
70,M3b_0070,7,23
71,M3b_0071,23,23
72,M3b_0072,20,23
73,M3b_0073,3,16
74,M3b_0074,10,7
75,M3b_0075,29,20
76,M3b_0076,10,29
77,M3b_0077,13,23
78,M3b_0078,7,7
79,M3b_0079,10,16
80,M3b_0080,29,13
81,M3b_0081,7,29
82,M3b_0082,23,26
83,M3b_0083,7,16
84,M3b_0084,3,23
85,M3b_0085,7,13
86,M3b_0086,10,29
87,M3b_0087,3,10
88,M3b_0088,7,10
89,M3b_0089,7,20
90,M3b_0090,26,29
91,M3b_0091,7,26
92,M3b_0092,20,20
93,M3b_0093,29,16
94,M3b_0094,29,20
95,M3b_0095,7,20
96,M3b_0096,20,13
97,M3b_0097,29,16
98,M3b_0098,20,16
99,M3b_0099,10,13
100,M3b_0100,13,3
101,M3b_0101,26,7
102,M3b_0102,3,13
103,M3b_0103,20,3
104,M3b_0104,7,7
105,M3b_0105,20,16
106,M3b_0106,20,23
107,M3b_0107,13,23
108,M3b_0108,13,26
109,M3b_0109,20,7
110,M3b_0110,29,26
111,M3b_0111,13,29
112,M3b_0112,7,29
113,M3b_0113,20,13
114,M3b_0114,20,23
115,M3b_0115,3,10
116,M3b_0116,10,13
117,M3b_0117,29,23
118,M3b_0118,23,29
119,M3b_0119,13,13
120,M3b_0120,29,10
121,M3b_0121,13,20
122,M3b_0122,13,23
123,M3b_0123,23,23
124,M3b_0124,23,7
125,M3b_0125,7,10
126,M3b_0126,23,29
127,M3b_0127,13,16
128,M3b_0128,7,16
129,M3b_0129,20,13
130,M3b_0130,23,3
131,M3b_0131,3,3
132,M3b_0132,3,13
133,M3b_0133,10,23
134,M3b_0134,7,13
135,M3b_0135,3,23
136,M3b_0136,23,7
137,M3b_0137,23,20
138,M3b_0138,20,16
139,M3b_0139,3,16
140,M3b_0140,16,29
141,M3b_0141,23,16
142,M3b_0142,23,23
143,M3b_0143,13,13
144,M3b_0144,7,3
145,M3b_0145,10,26
146,M3b_0146,7,10
147,M3b_0147,16,3
148,M3b_0148,13,16
149,M3b_0149,20,23
150,M3b_0150,13,13
