uid,Upi,Fleng,Fwidth
1,M2e_0001,18,28
2,M2e_0002,15,15
3,M2e_0003,15,28
4,M2e_0004,28,6
5,M2e_0005,9,6
6,M2e_0006,21,28
7,M2e_0007,18,3
8,M2e_0008,18,3
9,M2e_0009,18,15
10,M2e_0010,15,3
11,M2e_0011,28,6
12,M2e_0012,18,3
13,M2e_0013,6,18
14,M2e_0014,9,9
15,M2e_0015,18,12
16,M2e_0016,12,6
17,M2e_0017,21,6
18,M2e_0018,15,15
19,M2e_0019,25,12
20,M2e_0020,3,12
21,M2e_0021,12,6
22,M2e_0022,25,21
23,M2e_0023,28,18
24,M2e_0024,18,15
25,M2e_0025,21,21
26,M2e_0026,28,15
27,M2e_0027,12,6
28,M2e_0028,28,25
29,M2e_0029,15,3
30,M2e_0030,25,21
31,M2e_0031,3,12
32,M2e_0032,6,6
33,M2e_0033,6,18
34,M2e_0034,6,18
35,M2e_0035,18,21
36,M2e_0036,21,28
37,M2e_0037,21,9
38,M2e_0038,25,12
39,M2e_0039,28,21
40,M2e_0040,6,6
41,M2e_0041,12,6
42,M2e_0042,18,6
43,M2e_0043,28,6
44,M2e_0044,12,9
45,M2e_0045,6,6
46,M2e_0046,3,21
47,M2e_0047,21,25
48,M2e_0048,3,15
49,M2e_0049,12,25
50,M2e_0050,15,15
51,M2e_0051,21,9
52,M2e_0052,18,3
53,M2e_0053,28,28
54,M2e_0054,15,18
55,M2e_0055,21,21
56,M2e_0056,9,28
57,M2e_0057,25,6
58,M2e_0058,15,3
59,M2e_0059,15,25
60,M2e_0060,21,3
61,M2e_0061,21,15
62,M2e_0062,28,25
63,M2e_0063,25,9
64,M2e_0064,12,15
65,M2e_0065,3,18
66,M2e_0066,3,21
67,M2e_0067,21,6
68,M2e_0068,6,3
69,M2e_0069,21,3
70,M2e_0070,12,21
71,M2e_0071,25,12
72,M2e_0072,28,18
73,M2e_0073,9,15
74,M2e_0074,3,6
75,M2e_0075,6,28
76,M2e_0076,9,12
77,M2e_0077,25,9
78,M2e_0078,28,9
79,M2e_0079,9,6
80,M2e_0080,9,25
81,M2e_0081,25,25
82,M2e_0082,25,18
83,M2e_0083,3,6
84,M2e_0084,6,12
85,M2e_0085,15,6
86,M2e_0086,28,18
87,M2e_0087,15,28
88,M2e_0088,15,21
89,M2e_0089,28,28
90,M2e_0090,25,25
91,M2e_0091,6,12
92,M2e_0092,9,6
93,M2e_0093,28,21
94,M2e_0094,21,3
95,M2e_0095,18,25
96,M2e_0096,21,25
97,M2e_0097,6,21
98,M2e_0098,12,18
99,M2e_0099,28,28
100,M2e_0100,3,21
