uid,Upi,Fleng,Fwidth
1,gcut4_0001,139,103
2,gcut4_0002,166,99
3,gcut4_0003,88,74
4,gcut4_0004,174,139
5,gcut4_0005,128,109
6,gcut4_0006,175,179
7,gcut4_0007,62,82
8,gcut4_0008,178,87
9,gcut4_0009,121,77
10,gcut4_0010,125,97
11,gcut4_0011,73,84
12,gcut4_0012,69,97
13,gcut4_0013,122,159
14,gcut4_0014,66,69
15,gcut4_0015,111,118
16,gcut4_0016,165,86
17,gcut4_0017,71,83
18,gcut4_0018,163,162
19,gcut4_0019,67,132
20,gcut4_0020,121,152
21,gcut4_0021,68,150
22,gcut4_0022,138,124
23,gcut4_0023,141,105
24,gcut4_0024,183,122
25,gcut4_0025,171,63
26,gcut4_0026,101,64
27,gcut4_0027,103,95
28,gcut4_0028,110,107
29,gcut4_0029,184,158
30,gcut4_0030,85,97
31,gcut4_0031,86,92
32,gcut4_0032,127,155
33,gcut4_0033,92,147
34,gcut4_0034,106,97
35,gcut4_0035,177,108
36,gcut4_0036,164,150
37,gcut4_0037,68,84
38,gcut4_0038,62,151
39,gcut4_0039,123,134
40,gcut4_0040,158,178
41,gcut4_0041,70,140
42,gcut4_0042,173,117
43,gcut4_0043,147,136
44,gcut4_0044,141,145
45,gcut4_0045,84,164
46,gcut4_0046,144,141
47,gcut4_0047,92,103
48,gcut4_0048,156,98
49,gcut4_0049,160,111
50,gcut4_0050,127,131
