uid,Upi,Fleng,Fwidth
1,gcut3_0001,66,80
2,gcut3_0002,164,107
3,gcut3_0003,64,184
4,gcut3_0004,121,86
5,gcut3_0005,163,135
6,gcut3_0006,85,98
7,gcut3_0007,81,102
8,gcut3_0008,103,186
9,gcut3_0009,152,106
10,gcut3_0010,176,139
11,gcut3_0011,111,118
12,gcut3_0012,69,169
13,gcut3_0013,146,133
14,gcut3_0014,112,112
15,gcut3_0015,133,160
16,gcut3_0016,63,129
17,gcut3_0017,163,152
18,gcut3_0018,110,155
19,gcut3_0019,96,136
20,gcut3_0020,92,142
21,gcut3_0021,84,143
22,gcut3_0022,119,133
23,gcut3_0023,71,71
24,gcut3_0024,146,84
25,gcut3_0025,93,86
26,gcut3_0026,89,86
27,gcut3_0027,101,146
28,gcut3_0028,172,73
29,gcut3_0029,73,169
30,gcut3_0030,99,99
