uid,Upi,Fleng,Fwidth
1,M3c_0001,25,28
2,M3c_0002,19,28
3,M3c_0003,3,19
4,M3c_0004,25,13
5,M3c_0005,9,9
6,M3c_0006,3,19
7,M3c_0007,13,3
8,M3c_0008,3,16
9,M3c_0009,25,28
10,M3c_0010,13,22
11,M3c_0011,19,25
12,M3c_0012,25,19
13,M3c_0013,19,3
14,M3c_0014,25,16
15,M3c_0015,19,19
16,M3c_0016,19,25
17,M3c_0017,22,13
18,M3c_0018,3,9
19,M3c_0019,13,9
20,M3c_0020,22,13
21,M3c_0021,25,6
22,M3c_0022,22,19
23,M3c_0023,28,6
24,M3c_0024,16,28
25,M3c_0025,25,28
26,M3c_0026,6,28
27,M3c_0027,25,28
28,M3c_0028,25,28
29,M3c_0029,19,6
30,M3c_0030,19,9
31,M3c_0031,9,22
32,M3c_0032,25,6
33,M3c_0033,22,16
34,M3c_0034,25,6
35,M3c_0035,9,19
36,M3c_0036,16,22
37,M3c_0037,6,22
38,M3c_0038,19,22
39,M3c_0039,6,3
40,M3c_0040,9,22
41,M3c_0041,25,19
42,M3c_0042,13,25
43,M3c_0043,9,19
44,M3c_0044,9,6
45,M3c_0045,28,9
46,M3c_0046,3,22
47,M3c_0047,6,3
48,M3c_0048,3,13
49,M3c_0049,19,13
50,M3c_0050,13,13
51,M3c_0051,3,16
52,M3c_0052,22,13
53,M3c_0053,19,25
54,M3c_0054,16,19
55,M3c_0055,3,16
56,M3c_0056,9,13
57,M3c_0057,25,16
58,M3c_0058,3,19
59,M3c_0059,22,25
60,M3c_0060,25,25
61,M3c_0061,9,25
62,M3c_0062,19,22
63,M3c_0063,25,22
64,M3c_0064,25,28
65,M3c_0065,28,16
66,M3c_0066,13,3
67,M3c_0067,13,25
68,M3c_0068,13,6
69,M3c_0069,3,19
70,M3c_0070,22,3
71,M3c_0071,3,13
72,M3c_0072,22,25
73,M3c_0073,6,6
74,M3c_0074,3,13
75,M3c_0075,19,3
76,M3c_0076,28,19
77,M3c_0077,13,3
78,M3c_0078,9,13
79,M3c_0079,19,25
80,M3c_0080,6,19
81,M3c_0081,16,28
82,M3c_0082,16,6
83,M3c_0083,9,25
84,M3c_0084,13,16
85,M3c_0085,19,3
86,M3c_0086,28,22
87,M3c_0087,6,16
88,M3c_0088,22,28
89,M3c_0089,22,19
90,M3c_0090,19,28
91,M3c_0091,22,9
92,M3c_0092,19,9
93,M3c_0093,16,22
94,M3c_0094,9,16
95,M3c_0095,16,28
96,M3c_0096,22,22
97,M3c_0097,19,16
98,M3c_0098,25,22
99,M3c_0099,28,6
100,M3c_0100,19,28
101,M3c_0101,19,28
102,M3c_0102,16,16
103,M3c_0103,16,28
104,M3c_0104,28,6
105,M3c_0105,9,6
106,M3c_0106,22,28
107,M3c_0107,19,3
108,M3c_0108,19,3
109,M3c_0109,19,16
110,M3c_0110,16,3
111,M3c_0111,28,6
112,M3c_0112,19,3
113,M3c_0113,6,19
114,M3c_0114,9,9
115,M3c_0115,19,13
116,M3c_0116,13,6
117,M3c_0117,22,6
118,M3c_0118,16,16
119,M3c_0119,25,13
120,M3c_0120,3,13
121,M3c_0121,13,6
122,M3c_0122,25,22
123,M3c_0123,28,19
124,M3c_0124,19,16
125,M3c_0125,22,22
126,M3c_0126,28,16
127,M3c_0127,13,6
128,M3c_0128,28,25
129,M3c_0129,16,3
130,M3c_0130,25,22
131,M3c_0131,3,13
132,M3c_0132,6,6
133,M3c_0133,6,19
134,M3c_0134,6,19
135,M3c_0135,19,22
136,M3c_0136,22,28
137,M3c_0137,22,9
138,M3c_0138,25,13
139,M3c_0139,28,22
140,M3c_0140,6,6
141,M3c_0141,13,6
142,M3c_0142,19,6
143,M3c_0143,28,6
144,M3c_0144,13,9
145,M3c_0145,6,6
146,M3c_0146,3,22
147,M3c_0147,22,25
148,M3c_0148,3,16
149,M3c_0149,13,25
150,M3c_0150,16,16
