uid,Upi,Fleng,Fwidth
1,M2d_0001,24,27
2,M2d_0002,18,27
3,M2d_0003,3,18
4,M2d_0004,24,12
5,M2d_0005,9,9
6,M2d_0006,3,18
7,M2d_0007,12,3
8,M2d_0008,3,15
9,M2d_0009,24,27
10,M2d_0010,12,21
11,M2d_0011,18,24
12,M2d_0012,24,18
13,M2d_0013,18,3
14,M2d_0014,24,15
15,M2d_0015,18,18
16,M2d_0016,18,24
17,M2d_0017,21,12
18,M2d_0018,3,9
19,M2d_0019,12,9
20,M2d_0020,21,12
21,M2d_0021,24,6
22,M2d_0022,21,18
23,M2d_0023,27,6
24,M2d_0024,15,27
25,M2d_0025,24,27
26,M2d_0026,6,27
27,M2d_0027,24,27
28,M2d_0028,24,27
29,M2d_0029,18,6
30,M2d_0030,18,9
31,M2d_0031,9,21
32,M2d_0032,24,6
33,M2d_0033,21,15
34,M2d_0034,24,6
35,M2d_0035,9,18
36,M2d_0036,15,21
37,M2d_0037,6,21
38,M2d_0038,18,21
39,M2d_0039,6,3
40,M2d_0040,9,21
41,M2d_0041,24,18
42,M2d_0042,12,24
43,M2d_0043,9,18
44,M2d_0044,9,6
45,M2d_0045,27,9
46,M2d_0046,3,21
47,M2d_0047,6,3
48,M2d_0048,3,12
49,M2d_0049,18,12
50,M2d_0050,12,12
51,M2d_0051,3,15
52,M2d_0052,21,12
53,M2d_0053,18,24
54,M2d_0054,15,18
55,M2d_0055,3,15
56,M2d_0056,9,12
57,M2d_0057,24,15
58,M2d_0058,3,18
59,M2d_0059,21,24
60,M2d_0060,24,24
61,M2d_0061,9,24
62,M2d_0062,18,21
63,M2d_0063,24,21
64,M2d_0064,24,27
65,M2d_0065,27,15
66,M2d_0066,12,3
67,M2d_0067,12,24
68,M2d_0068,12,6
69,M2d_0069,3,18
70,M2d_0070,21,3
71,M2d_0071,3,12
72,M2d_0072,21,24
73,M2d_0073,6,6
74,M2d_0074,3,12
75,M2d_0075,18,3
76,M2d_0076,27,18
77,M2d_0077,12,3
78,M2d_0078,9,12
79,M2d_0079,18,24
80,M2d_0080,6,18
81,M2d_0081,15,27
82,M2d_0082,15,6
83,M2d_0083,9,24
84,M2d_0084,12,15
85,M2d_0085,18,3
86,M2d_0086,27,21
87,M2d_0087,6,15
88,M2d_0088,21,27
89,M2d_0089,21,18
90,M2d_0090,18,27
91,M2d_0091,21,9
92,M2d_0092,18,9
93,M2d_0093,15,21
94,M2d_0094,9,15
95,M2d_0095,15,27
96,M2d_0096,21,21
97,M2d_0097,18,15
98,M2d_0098,24,21
99,M2d_0099,27,6
100,M2d_0100,18,27
