uid,Upi,Fleng,Fwidth
1,M2b_0001,22,28
2,M2b_0002,6,12
3,M2b_0003,6,28
4,M2b_0004,16,28
5,M2b_0005,3,19
6,M2b_0006,3,12
7,M2b_0007,28,9
8,M2b_0008,9,22
9,M2b_0009,12,6
10,M2b_0010,19,19
11,M2b_0011,16,16
12,M2b_0012,19,19
13,M2b_0013,25,25
14,M2b_0014,19,22
15,M2b_0015,19,12
16,M2b_0016,6,22
17,M2b_0017,16,28
18,M2b_0018,9,6
19,M2b_0019,19,22
20,M2b_0020,19,12
21,M2b_0021,16,3
22,M2b_0022,22,19
23,M2b_0023,19,22
24,M2b_0024,25,6
25,M2b_0025,19,25
26,M2b_0026,28,19
27,M2b_0027,22,3
28,M2b_0028,22,28
29,M2b_0029,9,19
30,M2b_0030,9,6
31,M2b_0031,25,22
32,M2b_0032,6,9
33,M2b_0033,3,3
34,M2b_0034,19,25
35,M2b_0035,16,16
36,M2b_0036,12,9
37,M2b_0037,16,16
38,M2b_0038,6,9
39,M2b_0039,22,9
40,M2b_0040,25,28
41,M2b_0041,25,22
42,M2b_0042,9,28
43,M2b_0043,6,3
44,M2b_0044,25,16
45,M2b_0045,19,28
46,M2b_0046,19,9
47,M2b_0047,3,16
48,M2b_0048,9,9
49,M2b_0049,28,16
50,M2b_0050,19,6
51,M2b_0051,16,12
52,M2b_0052,16,25
53,M2b_0053,16,12
54,M2b_0054,22,16
55,M2b_0055,19,12
56,M2b_0056,3,22
57,M2b_0057,3,19
58,M2b_0058,25,16
59,M2b_0059,22,16
60,M2b_0060,12,25
61,M2b_0061,16,12
62,M2b_0062,28,19
63,M2b_0063,6,12
64,M2b_0064,6,22
65,M2b_0065,28,19
66,M2b_0066,3,9
67,M2b_0067,3,19
68,M2b_0068,6,25
69,M2b_0069,25,19
70,M2b_0070,22,25
71,M2b_0071,3,6
72,M2b_0072,22,19
73,M2b_0073,6,3
74,M2b_0074,6,19
75,M2b_0075,12,9
76,M2b_0076,12,19
77,M2b_0077,25,25
78,M2b_0078,16,19
79,M2b_0079,25,28
80,M2b_0080,6,19
81,M2b_0081,12,9
82,M2b_0082,6,25
83,M2b_0083,3,12
84,M2b_0084,19,9
85,M2b_0085,16,9
86,M2b_0086,9,3
87,M2b_0087,25,6
88,M2b_0088,9,25
89,M2b_0089,28,25
90,M2b_0090,22,19
91,M2b_0091,12,25
92,M2b_0092,9,25
93,M2b_0093,9,9
94,M2b_0094,16,28
95,M2b_0095,3,3
96,M2b_0096,16,12
97,M2b_0097,3,9
98,M2b_0098,28,9
99,M2b_0099,6,6
100,M2b_0100,3,3
