uid,Upi,Fleng,Fwidth
1,gcut11_0001,541,745
2,gcut11_0002,344,301
3,gcut11_0003,413,294
4,gcut11_0004,266,341
5,gcut11_0005,543,388
6,gcut11_0006,367,701
7,gcut11_0007,526,707
8,gcut11_0008,286,706
9,gcut11_0009,614,289
10,gcut11_0010,348,592
11,gcut11_0011,673,431
12,gcut11_0012,475,362
13,gcut11_0013,562,439
14,gcut11_0014,530,638
15,gcut11_0015,609,375
16,gcut11_0016,540,274
17,gcut11_0017,486,634
18,gcut11_0018,272,377
19,gcut11_0019,623,306
20,gcut11_0020,266,714
21,gcut11_0021,341,336
22,gcut11_0022,340,296
23,gcut11_0023,531,479
24,gcut11_0024,571,589
25,gcut11_0025,674,496
26,gcut11_0026,560,497
27,gcut11_0027,509,389
28,gcut11_0028,650,332
29,gcut11_0029,474,285
30,gcut11_0030,419,503
