uid,Upi,Fleng,Fwidth
1,gcut12_0001,572,665
2,gcut12_0002,482,640
3,gcut12_0003,264,594
4,gcut12_0004,349,566
5,gcut12_0005,276,660
6,gcut12_0006,745,422
7,gcut12_0007,434,622
8,gcut12_0008,446,433
9,gcut12_0009,668,506
10,gcut12_0010,405,635
11,gcut12_0011,486,320
12,gcut12_0012,554,549
13,gcut12_0013,392,491
14,gcut12_0014,459,528
15,gcut12_0015,426,579
16,gcut12_0016,728,359
17,gcut12_0017,644,465
18,gcut12_0018,382,323
19,gcut12_0019,268,352
20,gcut12_0020,324,512
21,gcut12_0021,277,426
22,gcut12_0022,254,685
23,gcut12_0023,483,532
24,gcut12_0024,678,414
25,gcut12_0025,546,590
26,gcut12_0026,716,640
27,gcut12_0027,542,400
28,gcut12_0028,634,596
29,gcut12_0029,497,696
30,gcut12_0030,417,300
31,gcut12_0031,290,605
32,gcut12_0032,321,520
33,gcut12_0033,543,290
34,gcut12_0034,599,269
35,gcut12_0035,467,679
36,gcut12_0036,583,421
37,gcut12_0037,729,723
38,gcut12_0038,465,590
39,gcut12_0039,614,585
40,gcut12_0040,446,327
41,gcut12_0041,734,616
42,gcut12_0042,479,606
43,gcut12_0043,656,278
44,gcut12_0044,537,355
45,gcut12_0045,604,519
46,gcut12_0046,746,596
47,gcut12_0047,439,281
48,gcut12_0048,339,405
49,gcut12_0049,273,526
50,gcut12_0050,625,568
