uid,Upi,Fleng,Fwidth
1,M1e_0001,6,9
2,M1e_0002,5,5
3,M1e_0003,5,9
4,M1e_0004,9,2
5,M1e_0005,3,2
6,M1e_0006,7,9
7,M1e_0007,6,1
8,M1e_0008,6,1
9,M1e_0009,6,5
10,M1e_0010,5,1
11,M1e_0011,9,2
12,M1e_0012,6,1
13,M1e_0013,2,6
14,M1e_0014,3,3
15,M1e_0015,6,4
16,M1e_0016,4,2
17,M1e_0017,7,2
18,M1e_0018,5,5
19,M1e_0019,8,4
20,M1e_0020,1,4
21,M1e_0021,4,2
22,M1e_0022,8,7
23,M1e_0023,9,6
24,M1e_0024,6,5
25,M1e_0025,7,7
26,M1e_0026,9,5
27,M1e_0027,4,2
28,M1e_0028,9,8
29,M1e_0029,5,1
30,M1e_0030,8,7
31,M1e_0031,1,4
32,M1e_0032,2,2
33,M1e_0033,2,6
34,M1e_0034,2,6
35,M1e_0035,6,7
36,M1e_0036,7,9
37,M1e_0037,7,3
38,M1e_0038,8,4
39,M1e_0039,9,7
40,M1e_0040,2,2
41,M1e_0041,4,2
42,M1e_0042,6,2
43,M1e_0043,9,2
44,M1e_0044,4,3
45,M1e_0045,2,2
46,M1e_0046,1,7
47,M1e_0047,7,8
48,M1e_0048,1,5
49,M1e_0049,4,8
50,M1e_0050,5,5
51,M1e_0051,7,3
52,M1e_0052,6,1
53,M1e_0053,9,9
54,M1e_0054,5,6
55,M1e_0055,7,7
56,M1e_0056,3,9
57,M1e_0057,8,2
58,M1e_0058,5,1
59,M1e_0059,5,8
60,M1e_0060,7,1
61,M1e_0061,7,5
62,M1e_0062,9,8
63,M1e_0063,8,3
64,M1e_0064,4,5
65,M1e_0065,1,6
66,M1e_0066,1,7
67,M1e_0067,7,2
68,M1e_0068,2,1
69,M1e_0069,7,1
70,M1e_0070,4,7
71,M1e_0071,8,4
72,M1e_0072,9,6
73,M1e_0073,3,5
74,M1e_0074,1,2
75,M1e_0075,2,9
76,M1e_0076,3,4
77,M1e_0077,8,3
78,M1e_0078,9,3
79,M1e_0079,3,2
80,M1e_0080,3,8
81,M1e_0081,8,8
82,M1e_0082,8,6
83,M1e_0083,1,2
84,M1e_0084,2,4
85,M1e_0085,5,2
86,M1e_0086,9,6
87,M1e_0087,5,9
88,M1e_0088,5,7
89,M1e_0089,9,9
90,M1e_0090,8,8
91,M1e_0091,2,4
92,M1e_0092,3,2
93,M1e_0093,9,7
94,M1e_0094,7,1
95,M1e_0095,6,8
96,M1e_0096,7,8
97,M1e_0097,2,7
98,M1e_0098,4,6
99,M1e_0099,9,9
100,M1e_0100,1,7
