uid,Upi,Fleng,Fwidth
1,M2a_0001,3,19
2,M2a_0002,6,25
3,M2a_0003,19,16
4,M2a_0004,13,28
5,M2a_0005,25,22
6,M2a_0006,6,25
7,M2a_0007,22,16
8,M2a_0008,9,3
9,M2a_0009,3,13
10,M2a_0010,6,6
11,M2a_0011,28,16
12,M2a_0012,6,3
13,M2a_0013,3,13
14,M2a_0014,16,19
15,M2a_0015,19,19
16,M2a_0016,6,19
17,M2a_0017,16,13
18,M2a_0018,3,19
19,M2a_0019,25,25
20,M2a_0020,16,9
21,M2a_0021,25,22
22,M2a_0022,28,28
23,M2a_0023,16,6
24,M2a_0024,16,9
25,M2a_0025,25,6
26,M2a_0026,25,25
27,M2a_0027,28,28
28,M2a_0028,19,13
29,M2a_0029,9,9
30,M2a_0030,13,3
31,M2a_0031,22,3
32,M2a_0032,9,9
33,M2a_0033,19,22
34,M2a_0034,25,22
35,M2a_0035,16,6
36,M2a_0036,22,16
37,M2a_0037,16,28
38,M2a_0038,22,3
39,M2a_0039,19,13
40,M2a_0040,22,19
41,M2a_0041,19,13
42,M2a_0042,6,9
43,M2a_0043,13,25
44,M2a_0044,16,28
45,M2a_0045,22,13
46,M2a_0046,6,19
47,M2a_0047,16,3
48,M2a_0048,22,16
49,M2a_0049,6,28
50,M2a_0050,6,28
51,M2a_0051,22,9
52,M2a_0052,13,3
53,M2a_0053,28,22
54,M2a_0054,6,25
55,M2a_0055,25,19
56,M2a_0056,6,6
57,M2a_0057,25,16
58,M2a_0058,6,16
59,M2a_0059,22,13
60,M2a_0060,9,19
61,M2a_0061,22,22
62,M2a_0062,22,16
63,M2a_0063,6,13
64,M2a_0064,16,19
65,M2a_0065,13,3
66,M2a_0066,28,28
67,M2a_0067,16,13
68,M2a_0068,16,13
69,M2a_0069,25,9
70,M2a_0070,16,9
71,M2a_0071,28,9
72,M2a_0072,22,19
73,M2a_0073,6,22
74,M2a_0074,25,13
75,M2a_0075,16,28
76,M2a_0076,19,3
77,M2a_0077,16,6
78,M2a_0078,25,19
79,M2a_0079,19,6
80,M2a_0080,25,6
81,M2a_0081,3,22
82,M2a_0082,9,28
83,M2a_0083,9,13
84,M2a_0084,6,22
85,M2a_0085,25,22
86,M2a_0086,19,22
87,M2a_0087,9,6
88,M2a_0088,3,3
89,M2a_0089,25,25
90,M2a_0090,6,6
91,M2a_0091,16,3
92,M2a_0092,6,16
93,M2a_0093,22,22
94,M2a_0094,16,3
95,M2a_0095,13,6
96,M2a_0096,22,9
97,M2a_0097,13,9
98,M2a_0098,19,16
99,M2a_0099,19,6
100,M2a_0100,16,28
