uid,Upi,Fleng,Fwidth
1,M3d_0001,22,10
2,M3d_0002,19,3
3,M3d_0003,29,29
4,M3d_0004,16,19
5,M3d_0005,22,22
6,M3d_0006,10,29
7,M3d_0007,25,6
8,M3d_0008,16,3
9,M3d_0009,16,25
10,M3d_0010,22,3
11,M3d_0011,22,16
12,M3d_0012,29,25
13,M3d_0013,25,10
14,M3d_0014,13,16
15,M3d_0015,3,19
16,M3d_0016,3,22
17,M3d_0017,22,6
18,M3d_0018,6,3
19,M3d_0019,22,3
20,M3d_0020,13,22
21,M3d_0021,25,13
22,M3d_0022,29,19
23,M3d_0023,10,16
24,M3d_0024,3,6
25,M3d_0025,6,29
26,M3d_0026,10,13
27,M3d_0027,25,10
28,M3d_0028,29,10
29,M3d_0029,10,6
30,M3d_0030,10,25
31,M3d_0031,25,25
32,M3d_0032,25,19
33,M3d_0033,3,6
34,M3d_0034,6,13
35,M3d_0035,16,6
36,M3d_0036,29,19
37,M3d_0037,16,29
38,M3d_0038,16,22
39,M3d_0039,29,29
40,M3d_0040,25,25
41,M3d_0041,6,13
42,M3d_0042,10,6
43,M3d_0043,29,22
44,M3d_0044,22,3
45,M3d_0045,19,25
46,M3d_0046,22,25
47,M3d_0047,6,22
48,M3d_0048,13,19
49,M3d_0049,29,29
50,M3d_0050,3,22
51,M3d_0051,16,3
52,M3d_0052,10,13
53,M3d_0053,6,29
54,M3d_0054,16,10
55,M3d_0055,22,29
56,M3d_0056,6,3
57,M3d_0057,22,10
58,M3d_0058,19,25
59,M3d_0059,25,10
60,M3d_0060,16,29
61,M3d_0061,25,19
62,M3d_0062,10,25
63,M3d_0063,13,13
64,M3d_0064,3,19
65,M3d_0065,13,6
66,M3d_0066,10,29
67,M3d_0067,6,29
68,M3d_0068,6,25
69,M3d_0069,29,16
70,M3d_0070,6,19
71,M3d_0071,19,19
72,M3d_0072,13,3
73,M3d_0073,25,6
74,M3d_0074,10,10
75,M3d_0075,22,19
76,M3d_0076,29,19
77,M3d_0077,25,13
78,M3d_0078,25,22
79,M3d_0079,6,16
80,M3d_0080,3,3
81,M3d_0081,22,13
82,M3d_0082,29,16
83,M3d_0083,22,3
84,M3d_0084,19,3
85,M3d_0085,22,29
86,M3d_0086,16,22
87,M3d_0087,10,25
88,M3d_0088,19,19
89,M3d_0089,10,25
90,M3d_0090,16,22
91,M3d_0091,13,3
92,M3d_0092,16,19
93,M3d_0093,13,13
94,M3d_0094,3,10
95,M3d_0095,19,25
96,M3d_0096,13,29
97,M3d_0097,13,16
98,M3d_0098,25,13
99,M3d_0099,22,10
100,M3d_0100,19,16
101,M3d_0101,19,3
102,M3d_0102,13,10
103,M3d_0103,29,25
104,M3d_0104,29,19
105,M3d_0105,19,3
106,M3d_0106,13,10
107,M3d_0107,16,3
108,M3d_0108,25,10
109,M3d_0109,25,29
110,M3d_0110,19,6
111,M3d_0111,10,19
112,M3d_0112,25,10
113,M3d_0113,10,22
114,M3d_0114,25,10
115,M3d_0115,6,16
116,M3d_0116,29,19
117,M3d_0117,3,19
118,M3d_0118,10,6
119,M3d_0119,6,10
120,M3d_0120,16,29
121,M3d_0121,3,3
122,M3d_0122,13,10
123,M3d_0123,16,16
124,M3d_0124,13,29
125,M3d_0125,19,10
126,M3d_0126,16,13
127,M3d_0127,29,16
128,M3d_0128,25,25
129,M3d_0129,25,19
130,M3d_0130,25,10
131,M3d_0131,29,10
132,M3d_0132,29,22
133,M3d_0133,6,22
134,M3d_0134,16,6
135,M3d_0135,3,3
136,M3d_0136,16,25
137,M3d_0137,6,3
138,M3d_0138,6,25
139,M3d_0139,25,25
140,M3d_0140,19,10
141,M3d_0141,25,29
142,M3d_0142,25,10
143,M3d_0143,16,3
144,M3d_0144,3,3
145,M3d_0145,13,22
146,M3d_0146,13,6
147,M3d_0147,10,6
148,M3d_0148,22,6
149,M3d_0149,3,16
150,M3d_0150,13,25
