Fleng,Fwidth
232.3,250.0
232.3,250.0
463.0,439.0
953.0,439.0
854.0,543.0
1898.5,552.0
750.0,568.0
944.0,473.0
2204.0,413.0
450.0,437.0
445.0,573.0
919.0,573.0
1259.0,580.0
205.0,589.0
1858.0,554.0
790.0,403.0
580.0,530.0
1820.0,350.0
2107.0,725.0
642.0,311.0
762.0,530.0
410.0,300.0
476.0,423.0
510.0,554.0
2348.0,544.0
494.0,437.0
528.0,343.0
886.0,533.0
886.0,533.0
464.0,180.0
1401.5,464.0
1288.0,533.0
362.0,371.0
910.0,553.0
394.0,603.0
913.0,551.0
1214.0,406.0
377.0,533.0
378.0,503.0
839.0,503.0
514.0,573.0
600.0,580.0
782.0,479.0
414.0,553.0
873.0,553.0
414.0,553.0
1641.0,350.0
482.0,397.0
2040.0,554.0
1812.0,423.0
439.5,551.0
1100.0,550.0
660.0,580.0
381.0,403.0
832.0,199.0
2040.0,534.0
345.0,543.0
754.0,539.0
624.0,346.0
380.0,1180.0
468.0,551.0
826.5,458.5
898.5,371.8
353.5,201.5
557.5,435.0
468.0,551.0
199.5,442.0
364.0,573.0
782.0,450.0
793.0,543.0
186.5,540.0
836.5,349.0
970.0,417.0
509.0,378.0
944.0,553.0
1064.0,383.0
2320.0,683.0
1100.0,1000.0
417.0,531.0
464.0,480.0
1858.0,554.0
400.0,523.0
858.0,553.0
501.0,202.0
535.0,553.0
573.5,441.5
574.0,336.5
353.5,201.5
628.5,458.5
539.5,483.0
2076.5,483.0
539.5,483.0
2076.5,483.0
642.5,273.6
377.0,533.0
450.0,437.0
2040.0,544.0
897.0,419.0
850.0,430.0
853.5,428.5
454.0,553.0
1655.0,534.0
2000.0,554.0
521.0,573.0
450.0,1128.0
790.0,551.0
971.0,543.0
2405.0,554.0
2019.0,392.0
1109.5,251.0
340.0,554.0
750.0,568.0
604.0,341.0
950.0,397.0
1264.0,629.0
529.0,561.0
919.0,533.0
2319.0,540.0
2270.0,380.0
764.0,358.0
850.0,553.0
364.0,573.0
364.0,573.0
2315.0,554.0
2321.0,60.0
992.0,60.0
369.0,70.0
387.0,70.0
509.0,70.0
1902.0,60.0
755.0,60.0
847.0,70.0
600.0,68.0
464.0,70.0
514.0,573.0
944.0,533.0
419.0,423.0
429.0,363.0
481.5,572.0
790.0,403.0
2380.0,404.0
580.0,530.0
1920.0,330.0
420.0,551.0
2271.0,562.0
394.5,559.0
2000.0,554.0
864.0,553.0
503.0,713.5
722.6,411.0
450.0,437.0
857.0,470.0
895.0,456.0
410.0,300.0
213.0,323.5
2100.0,394.0
737.0,604.0
405.0,569.0
276.0,551.0
401.3,356.0
807.0,561.0
423.0,541.0
2373.0,524.0
673.0,359.0
898.5,371.8
593.5,385.3
734.5,441.5
509.0,70.0
864.0,130.0
489.0,60.0
1144.0,70.0
550.0,110.0
426.0,60.0
919.0,70.0
1332.0,60.0
847.0,60.0
419.0,60.0
80.0,535.0
584.0,75.0
120.0,1180.0
120.0,1050.0
764.0,150.0
454.0,70.0
844.0,130.0
2063.0,412.0
679.0,350.0
749.0,571.0
696.0,533.0
200.0,453.0
764.0,406.0
2100.0,550.0
450.0,394.0
2420.0,456.0
2352.0,564.0
2000.0,554.0
410.0,554.0
1020.0,420.0
528.0,343.0
450.0,553.0
799.0,474.0
543.0,534.0
850.0,424.0
300.0,571.0
419.0,423.0
2000.0,574.0
766.0,363.0
1200.0,1200.0
543.0,561.0
450.0,553.0
1750.0,430.0
886.0,533.0
868.0,300.0
885.0,361.0
917.0,573.0
2342.0,574.0
476.0,60.0
910.0,60.0
426.0,60.0
476.0,60.0
864.0,130.0
450.0,60.0
903.0,70.0
1248.0,70.0
464.0,70.0
1175.0,70.0
2063.0,554.0
2417.0,605.0
700.0,200.0
725.0,580.0
434.0,519.0
434.0,539.0
535.0,553.0
2150.0,554.0
1214.0,406.0
384.0,519.0
1369.0,70.0
874.0,70.0
383.0,60.0
123.5,360.0
836.0,70.0
1433.0,100.0
600.0,86.0
772.0,60.0
509.0,70.0
935.0,60.0
454.0,553.0
714.0,346.0
375.0,554.0
773.0,553.0
494.0,301.0
450.0,1124.0
992.0,553.0
426.0,423.0
419.0,423.0
575.0,424.0
2200.0,574.0
725.0,494.0
2040.0,554.0
362.0,371.0
1844.0,553.0
176.5,441.0
2395.0,450.0
2188.5,372.0
540.0,365.0
1696.0,543.0
2279.0,542.0
414.0,323.0
432.0,400.0
813.0,553.0
913.0,551.0
762.0,413.0
176.5,441.0
772.0,433.0
535.0,510.0
537.0,554.0
944.0,70.0
1014.0,70.0
847.0,70.0
750.0,70.0
829.0,70.0
509.0,79.0
953.0,100.0
476.0,60.0
885.0,60.0
368.0,60.0
1696.0,543.0
859.0,553.0
919.0,533.0
817.0,523.0
2000.0,554.0
864.0,553.0
944.0,533.0
1256.5,330.0
2000.0,554.0
401.3,348.0
2020.0,120.0
969.0,70.0
910.0,60.0
1968.0,60.0
529.0,70.0
885.0,60.0
1061.0,60.0
535.0,70.0
783.0,70.0
120.0,900.0
500.0,574.0
205.0,360.0
764.0,553.0
420.0,551.0
642.0,311.0
535.0,553.0
813.0,553.0
199.5,364.0
592.0,365.0
364.0,573.0
420.0,450.0
735.0,561.0
205.0,560.0
2321.0,544.0
734.0,386.0
447.0,521.0
2000.0,554.0
463.0,531.0
1794.0,553.0
440.0,1180.0
850.0,424.0
750.0,568.0
2054.0,383.0
1332.0,346.0
801.0,363.0
454.0,553.0
2000.0,554.0
722.6,411.0
476.0,411.0
885.0,551.0
528.0,343.0
368.0,60.0
509.0,110.0
528.0,60.0
2336.0,60.0
772.0,60.0
123.5,622.0
514.0,60.0
844.0,70.0
752.0,70.0
869.0,543.0
1960.0,554.0
2398.0,474.0
426.0,423.0
1752.0,300.0
398.0,620.0
650.0,1081.0
1958.5,552.0
464.0,180.0
847.0,573.0
1042.5,572.0
383.0,543.0
383.0,543.0
2040.0,569.0
1094.0,553.0
2392.0,380.0
439.5,471.0
2405.0,450.0
489.0,511.0
467.5,533.0
575.0,424.0
962.0,450.0
450.0,394.0
383.0,543.0
232.3,790.5
864.0,553.0
489.0,380.0
850.0,430.0
426.0,423.0
857.0,470.0
935.0,533.0
544.0,559.0
250.0,240.0
829.0,553.0
1447.5,489.0
357.0,568.0
808.0,543.0
762.0,530.0
874.0,553.0
874.0,553.0
419.0,553.0
773.0,553.0
847.0,573.0
847.0,573.0
798.0,621.0
1960.0,554.0
944.0,533.0
458.5,533.0
458.5,533.0
720.0,350.0
300.0,250.0
528.0,343.0
457.0,534.0
500.0,394.0
467.5,533.0
1950.0,694.0
798.0,601.0
443.0,541.0
514.0,573.0
1061.0,553.0
748.0,371.0
2320.0,554.0
2312.0,560.0
750.0,568.0
1100.0,590.0
276.0,551.0
2321.0,544.0
970.0,417.0
390.0,561.0
408.0,553.0
395.0,523.0
518.0,554.0
369.0,553.0
381.0,403.0
775.0,550.0
2040.0,530.0
2040.0,534.0
464.0,399.0
790.0,551.0
910.0,553.0
764.0,396.0
514.0,573.0
1064.0,383.0
651.5,641.5
417.0,531.0
414.0,573.0
1084.0,553.0
1558.5,234.0
514.0,343.0
474.0,554.0
642.0,329.0
1764.0,553.0
1094.0,553.0
500.0,437.0
509.0,378.0
750.0,568.0
2260.0,364.0
801.0,363.0
2000.0,554.0
773.0,553.0
944.0,533.0
543.0,534.0
847.0,573.0
882.0,436.0
2090.0,534.0
1812.0,423.0
426.0,423.0
897.0,421.0
720.0,350.0
418.0,554.0
452.0,534.0
885.0,361.0
510.0,560.0
450.0,437.0
450.0,1124.0
423.0,561.0
458.5,533.0
300.0,250.0
738.0,553.0
899.0,525.0
451.0,540.0
2014.0,572.0
514.0,393.0
500.0,574.0
944.0,533.0
932.0,642.0
369.0,553.0
400.0,523.0
1061.0,553.0
2280.0,534.0
700.0,379.0
450.0,548.0
813.0,553.0
2150.0,554.0
1200.0,281.0
904.0,553.0
764.0,396.0
349.5,764.0
232.0,413.0
2319.0,534.0
2076.5,483.0
729.5,367.4
812.0,417.0
1898.5,552.0
2000.0,554.0
2000.0,554.0
808.0,543.0
419.0,553.0
1863.0,1124.0
521.0,573.0
494.0,417.0
423.0,561.0
2020.0,350.0
429.0,363.0
700.0,550.0
754.0,539.0
2379.0,580.0
880.0,482.0
200.0,1050.0
2100.0,550.0
1179.0,543.0
869.0,543.0
900.0,336.0
1768.0,600.0
405.0,554.0
845.0,533.0
813.0,153.0
720.0,471.0
1049.5,764.0
384.0,519.0
2319.0,534.0
861.0,533.0
2405.0,580.0
811.0,553.0
1275.0,350.0
868.0,553.0
2000.0,400.0
1613.0,501.0
784.0,533.0
594.0,798.0
414.0,573.0
464.0,553.0
381.0,403.0
790.0,403.0
836.0,523.0
400.0,523.0
451.0,412.0
715.0,676.0
2040.0,554.0
518.0,554.0
232.0,413.0
836.0,543.0
364.0,553.0
2315.0,554.0
450.0,553.0
