Fleng,Fwidth
579.0,391.0
1866.5,397.0
870.0,633.0
652.5,472.0
782.5,368.0
1352.5,445.5
1352.5,445.5
490.5,319.5
1755.5,448.2
1791.0,145.0
264.0,60.0
895.0,70.0
1113.0,70.0
983.0,70.0
82.0,636.0
967.0,297.0
618.7,297.0
1014.0,380.0
720.0,554.0
1910.0,297.0
887.0,358.0
350.0,219.0
1610.5,352.5
506.5,581.0
392.0,428.0
335.0,760.0
1012.0,543.0
429.0,531.0
1600.0,518.0
225.0,313.0
465.0,309.0
483.0,303.0
392.5,428.0
650.0,260.0
2100.0,534.0
480.0,158.0
609.0,521.0
421.5,371.0
335.0,760.0
247.0,251.0
766.0,309.0
353.0,167.0
465.0,303.0
483.0,303.0
948.0,311.0
727.0,665.0
873.5,429.0
868.5,430.0
615.0,290.0
974.0,533.0
373.0,259.0
480.0,158.0
1834.0,279.0
2120.0,330.0
732.0,199.0
480.0,518.0
530.0,330.0
1140.0,270.0
531.0,251.0
814.0,251.0
814.0,251.0
1865.5,463.5
652.5,471.0
711.5,528.0
623.5,460.5
809.5,481.5
837.5,460.5
180.0,590.0
782.5,368.0
478.5,438.0
978.5,368.5
723.0,70.0
2293.0,70.0
384.0,60.0
416.0,60.0
2390.0,120.0
1956.0,81.0
2000.0,63.0
1560.0,80.0
781.0,553.0
2299.0,400.0
2254.0,544.0
421.0,665.0
932.0,610.0
2205.0,295.0
2340.0,522.0
1176.0,331.0
264.0,311.0
1887.0,544.0
247.0,251.0
967.0,297.0
887.0,358.0
794.0,548.0
465.0,303.0
727.0,665.0
1417.0,725.0
480.0,158.0
950.0,440.0
421.5,371.0
870.0,383.0
398.0,544.0
448.0,544.0
584.0,373.0
2345.0,280.0
766.0,309.0
766.0,309.0
460.0,577.0
514.0,353.0
1791.0,312.0
1365.0,374.0
861.0,373.0
764.0,261.0
929.0,533.0
1834.0,279.0
398.0,544.0
373.0,341.0
373.0,341.0
163.5,260.0
353.0,167.0
465.0,301.0
1888.0,304.0
781.0,553.0
1523.5,765.5
1647.0,186.0
483.0,303.0
421.0,665.0
200.0,600.0
480.0,158.0
935.0,399.0
1478.0,387.5
1689.5,410.0
1595.5,393.5
748.0,448.0
2100.5,397.0
382.0,583.0
1689.5,410.0
1659.5,410.0
1464.5,470.5
382.0,450.0
498.0,337.0
729.0,381.0
1026.0,109.0
723.0,70.0
2187.0,419.0
160.0,330.0
483.0,303.0
2254.0,544.0
421.0,665.0
650.0,260.0
974.0,533.0
264.0,311.0
584.0,373.0
520.0,197.0
1014.0,380.0
1476.0,351.0
465.0,303.0
727.0,665.0
580.0,360.0
861.0,373.0
264.0,311.0
935.0,484.0
480.0,158.0
373.0,259.0
963.0,683.0
247.0,251.0
353.0,167.0
755.0,560.0
421.0,665.0
539.0,553.0
392.5,428.0
974.0,533.0
720.0,554.0
840.0,473.0
727.0,665.0
460.0,917.0
373.0,259.0
1834.0,262.0
1887.0,400.0
247.0,251.0
708.0,167.0
609.7,297.0
729.0,381.0
1073.0,1062.5
1110.0,600.0
335.0,760.0
1887.0,544.0
766.0,309.0
1790.5,206.5
160.0,330.0
856.0,329.0
982.0,318.0
298.5,1133.5
762.0,517.0
2335.0,492.0
963.0,683.0
1961.0,349.5
856.0,329.0
465.0,309.0
1302.0,288.0
901.0,302.0
755.0,534.0
990.0,363.0
686.5,466.5
686.5,466.5
882.0,363.0
1661.0,70.0
1451.0,134.0
723.0,70.0
1910.0,150.0
1012.0,60.0
723.0,70.0
456.0,311.0
720.0,554.0
948.0,329.0
609.0,521.0
264.0,311.0
264.0,311.0
422.5,264.0
2250.0,534.0
249.0,945.5
446.0,491.0
1642.0,159.0
429.0,531.0
897.0,491.0
398.0,544.0
1080.0,383.0
618.7,474.0
692.0,1013.5
1014.0,380.0
381.5,551.0
1647.0,186.0
929.0,533.0
429.0,531.0
182.0,298.0
1710.0,386.0
1080.0,270.0
773.0,281.0
1240.0,700.0
873.5,429.0
917.0,601.0
250.0,350.0
609.0,521.0
