board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,111,111,5.0,5.0,424.5,279.0,424.5,279.0,0
1,1039,1039,429.5,5.0,882.0,279.0,882.0,279.0,0
1,215,215,1311.5,5.0,795.0,856.5,795.0,856.5,0
1,448,448,5.0,284.0,908.0,543.0,908.0,543.0,0
1,479,479,5.0,861.5,2375.0,330.0,2375.0,330.0,0
1,966,966,2106.5,5.0,300.0,832.0,832.0,300.0,1
1,642,642,913.0,284.0,386.0,536.0,386.0,536.0,0
2,58,58,5.0,5.0,762.0,440.0,762.0,440.0,0
2,349,349,5.0,445.0,908.0,543.0,908.0,543.0,0
2,1017,1017,913.0,5.0,755.0,744.0,755.0,744.0,0
2,563,563,913.0,749.0,1264.0,341.0,1264.0,341.0,0
2,1024,1024,1668.0,5.0,725.0,544.0,725.0,544.0,0
3,1059,1059,5.0,5.0,2040.0,550.0,2040.0,550.0,0
3,1094,1094,5.0,555.0,864.0,553.0,864.0,553.0,0
3,569,569,869.0,555.0,913.0,543.0,913.0,543.0,0
3,910,910,1782.0,555.0,495.0,531.0,495.0,531.0,0
3,913,913,2045.0,5.0,382.0,400.0,400.0,382.0,1
4,185,185,5.0,5.0,1731.5,499.5,1731.5,499.5,0
4,365,365,1736.5,5.0,543.0,857.0,857.0,543.0,1
4,235,235,5.0,504.5,973.0,543.0,973.0,543.0,0
4,962,962,978.0,862.0,1300.0,340.0,1300.0,340.0,0
4,1153,1153,978.0,504.5,651.5,348.0,651.5,348.0,0
5,277,277,5.0,5.0,2045.0,544.0,2045.0,544.0,0
5,1038,1038,5.0,549.0,1918.5,542.0,1918.5,542.0,0
5,96,96,1923.5,549.0,500.0,655.0,655.0,500.0,1
5,508,508,2050.0,5.0,382.0,400.0,400.0,382.0,1
5,727,727,5.0,1091.0,1704.0,60.0,1704.0,60.0,0
5,1005,1005,5.0,1151.0,1704.0,60.0,1704.0,60.0,0
5,54,54,2050.0,405.0,363.0,80.0,363.0,80.0,0
6,311,311,5.0,5.0,2340.0,514.0,2340.0,514.0,0
6,534,534,5.0,519.0,2055.0,543.0,2055.0,543.0,0
6,1064,1064,2060.0,519.0,363.0,672.0,672.0,363.0,1
7,622,622,5.0,5.0,2040.0,544.0,2040.0,544.0,0
7,468,468,5.0,549.0,2000.0,544.0,2000.0,544.0,0
7,509,509,2045.0,5.0,351.0,896.0,896.0,351.0,1
7,1084,1084,5.0,1093.0,2400.0,100.0,2400.0,100.0,0
7,890,890,2005.0,901.0,428.0,160.0,160.0,428.0,1
8,625,625,5.0,5.0,813.5,808.0,808.0,813.5,1
8,1030,1030,5.0,813.0,1505.0,330.0,1505.0,330.0,0
8,845,845,1510.0,5.0,813.0,934.0,813.0,934.0,0
8,983,983,818.5,5.0,544.0,730.0,730.0,544.0,1
8,46,46,1510.0,939.0,924.0,275.0,924.0,275.0,0
9,685,685,5.0,5.0,1850.0,610.0,1850.0,610.0,0
9,773,773,5.0,615.0,2040.0,544.0,2040.0,544.0,0
9,920,920,2045.0,5.0,363.0,839.0,839.0,363.0,1
9,269,269,2045.0,844.0,343.5,342.0,343.5,342.0,0
9,868,868,1855.0,5.0,143.5,560.0,143.5,560.0,0
10,1040,1040,5.0,5.0,2350.0,424.0,2350.0,424.0,0
10,1045,1045,5.0,429.0,1301.0,682.0,1301.0,682.0,0
10,488,488,1306.0,429.0,762.0,700.0,762.0,700.0,0
10,343,343,2068.0,429.0,330.0,776.5,776.5,330.0,1
