board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,5,ngcut10_0005,0.0,0.0,27.0,9.0,27.0,9.0,0
1,6,ngcut10_0006,0.0,9.0,27.0,9.0,27.0,9.0,0
1,7,ngcut10_0007,0.0,18.0,27.0,9.0,27.0,9.0,0
1,8,ngcut10_0008,27.0,0.0,2.0,30.0,30.0,2.0,1
1,1,ngcut10_0001,29.0,0.0,1.0,30.0,1.0,30.0,0
2,11,ngcut10_0011,0.0,0.0,7.0,26.0,26.0,7.0,1
2,12,ngcut10_0012,7.0,0.0,7.0,26.0,26.0,7.0,1
2,13,ngcut10_0013,14.0,0.0,7.0,26.0,26.0,7.0,1
2,4,ngcut10_0004,21.0,0.0,7.0,25.0,25.0,7.0,1
2,9,ngcut10_0009,28.0,0.0,2.0,30.0,30.0,2.0,1
3,10,ngcut10_0010,0.0,0.0,30.0,2.0,30.0,2.0,0
3,2,ngcut10_0002,0.0,2.0,30.0,1.0,1.0,30.0,1
3,3,ngcut10_0003,0.0,3.0,30.0,1.0,1.0,30.0,1
