board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,8,gcut3_0008,0.0,0.0,103.0,186.0,103.0,186.0,0
1,3,gcut3_0003,0.0,186.0,184.0,64.0,64.0,184.0,1
1,10,gcut3_0010,103.0,0.0,139.0,176.0,176.0,139.0,1
2,28,gcut3_0028,0.0,0.0,172.0,73.0,172.0,73.0,0
2,29,gcut3_0029,0.0,73.0,169.0,73.0,73.0,169.0,1
2,12,gcut3_0012,0.0,146.0,169.0,69.0,69.0,169.0,1
2,7,gcut3_0007,169.0,73.0,81.0,102.0,81.0,102.0,0
2,1,gcut3_0001,169.0,175.0,80.0,66.0,66.0,80.0,1
2,23,gcut3_0023,172.0,0.0,71.0,71.0,71.0,71.0,0
3,2,gcut3_0002,0.0,0.0,164.0,107.0,164.0,107.0,0
3,22,gcut3_0022,0.0,107.0,133.0,119.0,119.0,133.0,1
3,11,gcut3_0011,133.0,107.0,111.0,118.0,111.0,118.0,0
3,6,gcut3_0006,164.0,0.0,85.0,98.0,85.0,98.0,0
4,5,gcut3_0005,0.0,0.0,163.0,135.0,163.0,135.0,0
4,18,gcut3_0018,0.0,135.0,155.0,110.0,110.0,155.0,1
4,24,gcut3_0024,163.0,0.0,84.0,146.0,146.0,84.0,1
4,25,gcut3_0025,155.0,146.0,86.0,93.0,93.0,86.0,1
5,17,gcut3_0017,0.0,0.0,163.0,152.0,163.0,152.0,0
5,20,gcut3_0020,0.0,152.0,142.0,92.0,92.0,142.0,1
5,21,gcut3_0021,163.0,0.0,84.0,143.0,84.0,143.0,0
5,26,gcut3_0026,163.0,143.0,86.0,89.0,89.0,86.0,1
6,15,gcut3_0015,0.0,0.0,133.0,160.0,133.0,160.0,0
6,9,gcut3_0009,133.0,0.0,106.0,152.0,152.0,106.0,1
6,4,gcut3_0004,0.0,160.0,121.0,86.0,121.0,86.0,0
6,16,gcut3_0016,121.0,160.0,129.0,63.0,63.0,129.0,1
7,13,gcut3_0013,0.0,0.0,146.0,133.0,146.0,133.0,0
7,14,gcut3_0014,0.0,133.0,112.0,112.0,112.0,112.0,0
7,27,gcut3_0027,146.0,0.0,101.0,146.0,101.0,146.0,0
7,19,gcut3_0019,112.0,146.0,136.0,96.0,96.0,136.0,1
8,30,gcut3_0030,0.0,0.0,99.0,99.0,99.0,99.0,0
