board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,506,506,5.0,5.0,2090.0,374.0,2090.0,374.0,0
1,464,464,5.0,379.0,2258.0,344.0,2258.0,344.0,0
1,528,528,5.0,723.0,2258.0,344.0,2258.0,344.0,0
1,296,296,2095.0,5.0,299.0,342.0,342.0,299.0,1
1,10,10,5.0,1067.0,1791.0,145.0,1791.0,145.0,0
1,310,310,2263.0,347.0,167.0,708.0,708.0,167.0,1
1,1006,1006,1796.0,1067.0,600.0,146.0,600.0,146.0,0
2,426,426,5.0,5.0,469.0,253.0,469.0,253.0,0
2,652,652,5.0,258.0,373.0,259.0,373.0,259.0,0
2,1097,1097,5.0,517.0,350.0,250.0,250.0,350.0,1
2,88,88,5.0,767.0,311.0,264.0,264.0,311.0,1
2,430,430,316.0,767.0,335.0,260.0,335.0,260.0,0
2,274,274,474.0,5.0,1852.0,683.0,1852.0,683.0,0
2,679,679,651.0,688.0,1676.5,513.0,1676.5,513.0,0
2,534,534,5.0,1031.0,280.0,182.0,182.0,280.0,1
2,940,940,316.0,1027.0,322.0,144.0,144.0,322.0,1
3,785,785,5.0,5.0,2172.5,918.5,2172.5,918.5,0
3,827,827,5.0,923.5,2285.0,289.0,2285.0,289.0,0
3,353,353,2177.5,5.0,253.0,469.0,469.0,253.0,1
3,90,90,2177.5,474.0,247.0,251.0,247.0,251.0,0
3,1009,1009,2290.0,725.0,145.0,380.0,380.0,145.0,1
4,533,533,5.0,5.0,2360.0,800.0,2360.0,800.0,0
4,805,805,5.0,805.0,2390.0,363.0,2390.0,363.0,0
4,1060,1060,2365.0,5.0,70.0,775.7,775.7,70.0,1
5,569,569,5.0,5.0,2360.0,800.0,2360.0,800.0,0
5,81,81,5.0,805.0,2299.0,400.0,2299.0,400.0,0
5,13,13,2365.0,5.0,70.0,1113.0,1113.0,70.0,1
6,900,900,5.0,5.0,2400.0,750.0,2400.0,750.0,0
6,539,539,5.0,755.0,2299.0,415.0,2299.0,415.0,0
7,332,332,5.0,5.0,2390.0,655.0,2390.0,655.0,0
7,474,474,5.0,660.0,2299.0,540.0,2299.0,540.0,0
7,616,616,2304.0,660.0,109.0,469.0,469.0,109.0,1
8,355,355,5.0,5.0,2240.0,684.0,2240.0,684.0,0
8,86,86,5.0,689.0,2340.0,522.0,2340.0,522.0,0
8,1100,1100,2245.0,5.0,182.0,280.0,182.0,280.0,0
8,119,119,2245.0,285.0,167.0,353.0,353.0,167.0,1
8,282,282,2345.0,638.0,70.0,544.0,544.0,70.0,1
9,792,792,5.0,5.0,2240.0,684.0,2240.0,684.0,0
9,891,891,5.0,689.0,2340.0,522.0,2340.0,522.0,0
9,394,394,2245.0,5.0,182.0,600.0,600.0,182.0,1
9,810,810,2345.0,605.0,70.0,544.0,544.0,70.0,1
10,848,848,5.0,5.0,2240.0,684.0,2240.0,684.0,0
