board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,36,gcut8_0036,0.0,0.0,362.0,374.0,362.0,374.0,0
1,20,gcut8_0020,362.0,0.0,137.0,328.0,137.0,328.0,0
1,44,gcut8_0044,362.0,328.0,131.0,144.0,131.0,144.0,0
2,50,gcut8_0050,0.0,0.0,313.0,304.0,313.0,304.0,0
2,18,gcut8_0018,313.0,0.0,179.0,237.0,237.0,179.0,1
2,25,gcut8_0025,0.0,304.0,370.0,165.0,165.0,370.0,1
2,5,gcut8_0005,370.0,237.0,127.0,213.0,213.0,127.0,1
3,49,gcut8_0049,0.0,0.0,332.0,238.0,332.0,238.0,0
3,37,gcut8_0037,0.0,238.0,322.0,237.0,237.0,322.0,1
3,35,gcut8_0035,332.0,0.0,162.0,362.0,362.0,162.0,1
3,4,gcut8_0004,322.0,362.0,147.0,134.0,147.0,134.0,0
4,45,gcut8_0045,0.0,0.0,284.0,284.0,284.0,284.0,0
4,31,gcut8_0031,284.0,0.0,208.0,293.0,208.0,293.0,0
4,30,gcut8_0030,0.0,284.0,270.0,187.0,187.0,270.0,1
4,13,gcut8_0013,270.0,293.0,222.0,199.0,222.0,199.0,0
5,17,gcut8_0017,0.0,0.0,264.0,344.0,264.0,344.0,0
5,27,gcut8_0027,0.0,344.0,295.0,155.0,155.0,295.0,1
5,41,gcut8_0041,264.0,0.0,225.0,325.0,325.0,225.0,1
5,22,gcut8_0022,295.0,325.0,200.0,174.0,200.0,174.0,0
6,42,gcut8_0042,0.0,0.0,360.0,225.0,360.0,225.0,0
6,12,gcut8_0012,0.0,225.0,349.0,260.0,260.0,349.0,1
6,14,gcut8_0014,360.0,0.0,127.0,296.0,296.0,127.0,1
6,47,gcut8_0047,349.0,296.0,146.0,178.0,146.0,178.0,0
7,43,gcut8_0043,0.0,0.0,346.0,347.0,346.0,347.0,0
7,21,gcut8_0021,346.0,0.0,154.0,321.0,321.0,154.0,1
7,19,gcut8_0019,0.0,347.0,245.0,137.0,245.0,137.0,0
7,11,gcut8_0011,245.0,347.0,217.0,147.0,217.0,147.0,0
8,15,gcut8_0015,0.0,0.0,263.0,302.0,263.0,302.0,0
8,33,gcut8_0033,0.0,302.0,344.0,168.0,344.0,168.0,0
8,8,gcut8_0008,263.0,0.0,210.0,281.0,210.0,281.0,0
8,34,gcut8_0034,344.0,281.0,135.0,213.0,213.0,135.0,1
9,38,gcut8_0038,0.0,0.0,281.0,308.0,281.0,308.0,0
9,6,gcut8_0006,281.0,0.0,212.0,315.0,315.0,212.0,1
9,48,gcut8_0048,0.0,308.0,254.0,164.0,254.0,164.0,0
9,2,gcut8_0002,254.0,315.0,233.0,177.0,233.0,177.0,0
10,9,gcut8_0009,0.0,0.0,243.0,256.0,243.0,256.0,0
10,1,gcut8_0001,0.0,256.0,277.0,242.0,277.0,242.0,0
10,28,gcut8_0028,277.0,0.0,219.0,278.0,278.0,219.0,1
10,3,gcut8_0003,277.0,278.0,216.0,182.0,182.0,216.0,1
11,16,gcut8_0016,0.0,0.0,226.0,250.0,226.0,250.0,0
11,46,gcut8_0046,0.0,250.0,262.0,228.0,262.0,228.0,0
11,32,gcut8_0032,226.0,0.0,261.0,204.0,261.0,204.0,0
11,7,gcut8_0007,262.0,204.0,175.0,261.0,261.0,175.0,1
12,24,gcut8_0024,0.0,0.0,299.0,179.0,299.0,179.0,0
12,10,gcut8_0010,0.0,179.0,314.0,159.0,159.0,314.0,1
12,39,gcut8_0039,0.0,338.0,344.0,155.0,155.0,344.0,1
12,26,gcut8_0026,314.0,0.0,182.0,198.0,198.0,182.0,1
12,23,gcut8_0023,344.0,198.0,128.0,270.0,270.0,128.0,1
13,40,gcut8_0040,0.0,0.0,210.0,163.0,210.0,163.0,0
13,29,gcut8_0029,210.0,0.0,155.0,184.0,184.0,155.0,1
