Customernumber,Fleng,Fwidth,Quantity
ORD_000020,320.0,158.0,1
ORD_000022,625.0,80.0,1
ORD_000038,1485.0,322.0,1
ORD_000048,364.0,303.0,1
ORD_000051,326.0,321.0,1
ORD_000052,1401.0,350.0,1
ORD_000053,2118.0,555.0,1
ORD_000058,384.0,373.0,1
ORD_000062,399.5,290.0,1
ORD_000066,518.0,560.0,1
ORD_000069,820.0,751.0,1
ORD_000071,404.0,303.0,1
ORD_000074,1164.0,563.0,1
ORD_000075,528.0,344.0,1
ORD_000077,1018.0,371.0,1
ORD_000080,2321.0,334.0,1
ORD_000084,364.0,311.0,1
ORD_000087,313.5,549.5,1
ORD_000100,878.0,323.0,1
ORD_000110,1114.0,264.0,1
ORD_000111,717.5,458.5,1
ORD_000114,900.0,360.0,1
ORD_000118,720.0,279.0,1
ORD_000125,826.0,353.0,1
ORD_000140,415.0,288.0,1
ORD_000146,1792.0,362.0,1
ORD_000147,421.0,363.0,1
ORD_000155,630.5,359.0,1
ORD_000161,1259.0,219.0,1
ORD_000170,1395.0,1062.0,1
ORD_000176,347.0,581.0,1
ORD_000177,2267.0,324.0,1
ORD_000183,223.5,358.5,1
ORD_000188,1600.0,330.0,1
ORD_000206,364.0,573.0,1
ORD_000213,1506.0,550.0,1
ORD_000214,976.0,220.0,1
ORD_000220,370.0,574.0,1
ORD_000223,1495.0,330.0,1
ORD_000226,1457.0,450.0,1
ORD_000229,175.5,319.0,1
ORD_000230,417.0,363.0,1
ORD_000231,480.0,364.0,1
ORD_000232,211.5,299.0,1
ORD_000233,826.0,353.0,1
ORD_000234,417.0,549.0,1
ORD_000241,509.0,251.0,1
ORD_000249,791.0,321.0,1
ORD_000250,782.0,329.0,1
ORD_000275,310.7,549.5,1
ORD_000280,850.0,280.0,1
ORD_000288,1210.0,570.0,1
ORD_000290,1349.5,280.0,1
ORD_000292,812.5,540.0,1
ORD_000299,781.9,323.0,1
ORD_000307,364.0,303.0,1
ORD_000314,1339.0,304.0,1
ORD_000316,384.0,373.0,1
ORD_000318,1089.0,573.0,1
ORD_000322,390.0,301.0,1
ORD_000323,804.0,308.0,1
ORD_000324,804.0,303.0,1
ORD_000328,500.0,380.0,1
ORD_000330,1403.0,380.0,1
ORD_000333,263.0,280.0,1
ORD_000338,415.0,233.0,1
ORD_000339,424.5,540.0,1
ORD_000343,884.0,543.0,1
ORD_000347,284.0,323.0,1
ORD_000368,895.0,603.0,1
ORD_000370,2326.0,544.0,1
ORD_000372,1806.0,291.0,1
ORD_000374,641.0,279.0,1
ORD_000383,1980.0,324.0,1
ORD_000384,2321.0,814.0,1
ORD_000386,2000.0,362.0,1
ORD_000389,828.0,534.0,1
ORD_000399,417.0,70.0,1
ORD_000400,500.0,120.0,1
ORD_000407,262.0,327.0,1
ORD_000410,354.0,283.0,1
ORD_000411,400.0,301.0,1
ORD_000413,370.0,560.0,1
ORD_000416,382.0,321.0,1
ORD_000418,418.0,310.0,1
ORD_000419,384.0,310.0,1
ORD_000421,2220.0,474.0,1
ORD_000426,776.0,543.0,1
ORD_000429,169.5,359.0,1
ORD_000431,844.0,333.0,1
ORD_000439,1149.0,299.0,1
ORD_000441,944.0,548.0,1
ORD_000447,249.5,299.0,1
ORD_000448,600.0,304.0,1
ORD_000451,253.0,400.0,1
ORD_000453,789.0,273.0,1
ORD_000455,932.0,450.0,1
ORD_000462,875.0,380.0,1
ORD_000463,1080.5,362.0,1
ORD_000465,777.0,60.0,1
ORD_000466,884.0,60.0,1
ORD_000470,773.0,70.0,1
ORD_000474,395.5,360.0,1
ORD_000478,255.0,328.0,1
ORD_000482,306.5,302.0,1
ORD_000487,2321.0,550.0,1
ORD_000496,520.0,360.0,1
ORD_000499,300.0,330.0,1
ORD_000504,902.5,452.0,1
ORD_000516,564.0,559.0,1
ORD_000517,1153.5,483.5,1
ORD_000523,459.0,729.0,1
ORD_000525,866.0,543.0,1
ORD_000539,320.0,60.0,1
ORD_000552,962.0,548.0,1
ORD_000557,664.0,291.0,1
ORD_000564,430.0,361.0,1
ORD_000599,2400.0,440.0,1
ORD_000601,413.0,303.0,1
ORD_000606,1847.0,310.0,1
ORD_000607,2203.0,60.0,1
ORD_000609,383.0,75.0,1
ORD_000610,844.0,110.0,1
ORD_000626,586.0,293.0,1
ORD_000634,1064.0,309.0,1
ORD_000639,2222.0,344.0,1
ORD_000642,413.0,291.0,1
ORD_000645,664.0,291.0,1
ORD_000663,2150.0,560.0,1
ORD_000674,1340.0,675.0,1
ORD_000675,2020.0,284.0,1
ORD_000678,820.0,150.0,1
ORD_000682,425.5,361.0,1
ORD_000683,284.0,231.0,1
ORD_000686,250.0,732.0,1
ORD_000691,878.0,363.0,1
ORD_000699,1266.0,553.0,1
ORD_000702,2382.0,544.0,1
ORD_000712,479.0,161.0,1
ORD_000715,286.0,560.0,1
ORD_000733,2271.0,270.0,1
ORD_000740,2360.0,444.0,1
ORD_000744,384.0,298.0,1
ORD_000748,875.0,555.0,1
ORD_000749,425.0,321.0,1
ORD_000750,945.0,324.0,1
ORD_000754,836.0,199.0,1
ORD_000757,1607.0,354.0,1
ORD_000766,382.0,309.0,1
ORD_000775,1394.0,60.0,1
ORD_000776,444.0,70.0,1
ORD_000781,815.0,353.0,1
ORD_000786,415.0,288.0,1
ORD_000792,1686.0,294.0,1
ORD_000793,636.5,302.0,1
ORD_000794,494.0,281.0,1
ORD_000808,664.0,311.0,1
ORD_000812,270.0,300.0,1
ORD_000813,666.0,330.0,1
ORD_000824,1020.0,300.0,1
ORD_000831,1004.0,110.0,1
ORD_000832,1089.0,70.0,1
ORD_000847,2305.0,588.0,1
ORD_000853,830.0,316.0,1
ORD_000858,450.0,544.0,1
ORD_000862,263.0,803.5,1
ORD_000871,310.7,293.0,1
ORD_000879,600.0,150.0,1
ORD_000880,869.0,70.0,1
ORD_000885,643.0,60.0,1
ORD_000892,2321.0,544.0,1
ORD_000897,869.0,363.0,1
ORD_000898,590.0,544.0,1
ORD_000913,482.0,460.0,1
ORD_000914,421.0,343.0,1
ORD_000918,389.0,343.0,1
ORD_000926,475.0,354.0,1
ORD_000929,777.0,74.0,1
ORD_000931,1247.0,60.0,1
ORD_000934,420.0,353.0,1
ORD_000935,2000.0,354.0,1
ORD_000940,808.0,353.0,1
ORD_000949,2200.0,150.0,1
ORD_000950,776.0,60.0,1
ORD_000963,750.0,364.0,1
ORD_000969,260.0,300.0,1
ORD_000972,370.3,308.0,1
ORD_000979,884.0,543.0,1
ORD_000982,909.0,314.0,1
ORD_001006,1760.0,280.0,1
ORD_001016,905.0,804.0,1
ORD_001018,670.0,321.0,1
ORD_001026,750.0,265.0,1
ORD_001036,782.0,200.0,1
ORD_001038,325.0,580.0,1
ORD_001039,1224.0,308.0,1
ORD_001041,1650.0,580.0,1
ORD_001043,1924.0,303.0,1
ORD_001044,198.5,265.0,1
ORD_001051,2068.5,364.0,1
ORD_001052,1300.0,330.0,1
ORD_001054,373.0,323.0,1
ORD_001056,310.7,293.0,1
ORD_001059,384.0,298.0,1
ORD_001063,1802.0,313.0,1
ORD_001068,2350.0,544.0,1
ORD_001073,418.0,304.0,1
ORD_001074,2355.0,327.0,1
ORD_001075,804.0,308.0,1
ORD_001079,733.0,541.0,1
ORD_001088,414.0,553.0,1
ORD_001094,876.0,353.0,1
ORD_001111,310.0,293.0,1
ORD_001123,414.0,261.0,1
ORD_001137,2420.0,324.0,1
ORD_001153,844.0,291.0,1
ORD_001168,482.0,460.0,1
ORD_001182,750.5,339.0,1
ORD_001186,425.0,310.0,1
ORD_001187,760.5,310.0,1
ORD_001199,1407.0,327.0,1
ORD_001201,474.0,411.0,1
ORD_001202,286.5,250.0,1
ORD_001205,430.0,361.0,1
ORD_001223,1534.0,541.0,1
ORD_001226,844.0,333.0,1
ORD_001240,105.5,603.5,1
ORD_001242,1684.0,70.0,1
ORD_001249,932.0,454.0,1
ORD_001254,2321.0,334.0,1
ORD_001267,760.0,309.0,1
ORD_001268,421.0,363.0,1
ORD_001269,2040.0,544.0,1
ORD_001273,932.0,357.0,1
ORD_001276,435.0,544.0,1
ORD_001283,463.0,333.0,1
ORD_001284,1807.0,282.0,1
ORD_001296,755.0,550.0,1
ORD_001300,852.0,230.0,1
ORD_001301,944.0,371.0,1
ORD_001307,878.0,323.0,1
ORD_001312,1590.0,354.0,1
ORD_001313,869.0,363.0,1
ORD_001316,399.5,337.5,1
ORD_001319,310.7,459.5,1
ORD_001325,879.8,573.0,1
ORD_001330,430.0,361.0,1
ORD_001331,1259.0,219.0,1
ORD_001334,1925.0,399.0,1
ORD_001336,750.5,339.0,1
ORD_001338,499.0,220.0,1
ORD_001339,533.5,277.0,1
ORD_001343,391.0,321.0,1
ORD_001345,518.0,442.0,1
ORD_001351,1664.0,70.0,1
ORD_001356,718.0,60.0,1
ORD_001372,514.0,70.0,1
ORD_001373,1044.0,60.0,1
ORD_001374,953.0,70.0,1
ORD_001380,794.5,302.0,1
ORD_001381,680.0,320.0,1
ORD_001394,315.0,218.0,1
ORD_001395,1519.0,341.0,1
ORD_001398,733.0,541.0,1
ORD_001403,312.0,320.0,1
ORD_001405,878.0,531.0,1
ORD_001411,1004.0,453.0,1
ORD_001416,264.0,343.0,1
ORD_001421,463.0,333.0,1
ORD_001425,359.0,299.0,1
ORD_001428,417.8,433.0,1
ORD_001436,500.0,350.0,1
ORD_001438,782.0,323.0,1
ORD_001441,1686.0,294.0,1
ORD_001443,384.0,282.0,1
ORD_001448,1468.0,580.0,1
ORD_001450,384.0,310.0,1
ORD_001451,725.0,444.0,1
ORD_001454,2397.0,474.0,1
ORD_001461,414.0,70.0,1
ORD_001463,773.0,70.0,1
ORD_001465,727.0,60.0,1
