Customernumber,Fleng,Fwidth,Quantity
ORD_000002,2100.0,334.0,1
ORD_000003,2090.0,304.0,1
ORD_000010,1576.0,550.0,1
ORD_000015,417.0,293.0,1
ORD_000016,654.0,320.0,1
ORD_000021,1884.0,303.0,1
ORD_000024,1368.0,60.0,1
ORD_000025,832.0,60.0,1
ORD_000027,440.0,120.0,1
ORD_000030,514.0,70.0,1
ORD_000037,300.0,330.0,1
ORD_000040,664.0,311.0,1
ORD_000047,700.0,304.0,1
ORD_000054,1626.0,329.0,1
ORD_000056,1270.0,310.0,1
ORD_000061,323.0,361.0,1
ORD_000067,832.0,553.0,1
ORD_000073,435.0,544.0,1
ORD_000076,480.0,364.0,1
ORD_000085,828.0,443.0,1
ORD_000092,407.0,551.0,1
ORD_000101,932.0,405.0,1
ORD_000103,767.7,308.0,1
ORD_000104,812.5,540.0,1
ORD_000106,262.0,327.0,1
ORD_000108,430.0,361.0,1
ORD_000109,450.0,544.0,1
ORD_000112,914.0,353.0,1
ORD_000115,1089.0,573.0,1
ORD_000116,925.0,324.0,1
ORD_000117,310.7,364.5,1
ORD_000119,1440.0,1150.0,1
ORD_000124,218.5,290.0,1
ORD_000126,216.5,375.0,1
ORD_000127,982.0,367.0,1
ORD_000130,777.0,543.0,1
ORD_000134,350.0,334.0,1
ORD_000135,953.0,548.0,1
ORD_000142,1284.0,538.0,1
ORD_000148,440.0,574.0,1
ORD_000160,714.0,263.0,1
ORD_000164,299.5,795.0,1
ORD_000174,895.0,603.0,1
ORD_000181,564.0,559.0,1
ORD_000186,586.0,293.0,1
ORD_000194,310.7,789.5,1
ORD_000197,880.1,543.0,1
ORD_000205,870.0,300.0,1
ORD_000207,441.0,303.0,1
ORD_000210,2005.0,539.0,1
ORD_000216,795.0,311.0,1
ORD_000228,683.0,861.5,1
ORD_000238,650.0,655.0,1
ORD_000244,828.4,309.0,1
ORD_000245,1089.0,573.0,1
ORD_000247,670.0,324.0,1
ORD_000253,2370.0,289.0,1
ORD_000255,463.0,333.0,1
ORD_000259,1792.0,363.0,1
ORD_000260,1565.0,500.0,1
ORD_000267,814.0,531.0,1
ORD_000272,826.0,353.0,1
ORD_000276,1064.0,309.0,1
ORD_000282,1720.0,261.0,1
ORD_000283,2320.0,554.0,1
ORD_000294,430.0,361.0,1
ORD_000296,823.0,353.0,1
ORD_000301,982.0,327.0,1
ORD_000312,1482.0,352.0,1
ORD_000315,622.5,419.0,1
ORD_000329,680.0,320.0,1
ORD_000332,1759.5,263.0,1
ORD_000336,917.0,314.0,1
ORD_000341,448.0,309.0,1
ORD_000354,1058.0,351.0,1
ORD_000358,425.0,310.0,1
ORD_000360,421.0,343.0,1
ORD_000362,422.0,303.0,1
ORD_000379,727.0,291.0,1
ORD_000380,880.1,541.0,1
ORD_000391,1064.0,303.0,1
ORD_000393,384.0,282.0,1
ORD_000397,874.0,60.0,1
ORD_000398,911.0,70.0,1
ORD_000404,425.5,279.0,1
ORD_000409,639.0,359.0,1
ORD_000417,382.0,321.0,1
ORD_000425,789.0,273.0,1
ORD_000427,249.5,1148.5,1
ORD_000433,1144.0,311.0,1
ORD_000435,470.0,274.0,1
ORD_000440,608.0,877.5,1
ORD_000444,2040.0,544.0,1
ORD_000449,908.0,322.0,1
ORD_000454,154.5,1003.5,1
ORD_000456,2382.0,535.0,1
ORD_000458,845.5,317.0,1
ORD_000467,764.0,60.0,1
ORD_000468,1432.0,70.0,1
ORD_000473,884.0,70.0,1
ORD_000481,888.0,553.0,1
ORD_000483,674.0,305.0,1
ORD_000486,1679.0,180.0,1
ORD_000492,1832.0,755.0,1
ORD_000502,768.0,250.0,1
ORD_000503,384.0,373.0,1
ORD_000505,650.0,655.0,1
ORD_000512,902.0,320.0,1
ORD_000515,894.0,560.0,1
ORD_000521,511.0,281.0,1
ORD_000527,582.0,160.0,1
ORD_000528,182.0,330.0,1
ORD_000529,430.0,309.0,1
ORD_000538,320.0,60.0,1
ORD_000540,962.0,70.0,1
ORD_000541,1326.5,145.5,1
ORD_000566,782.0,323.0,1
ORD_000568,415.0,288.0,1
ORD_000576,1260.0,539.0,1
ORD_000591,640.5,312.0,1
ORD_000594,414.0,553.0,1
ORD_000597,474.0,411.0,1
ORD_000615,780.0,60.0,1
ORD_000622,950.0,300.0,1
ORD_000625,1156.0,328.0,1
ORD_000637,312.0,320.0,1
ORD_000638,820.0,751.0,1
ORD_000641,2321.0,407.0,1
ORD_000643,420.0,353.0,1
ORD_000649,831.0,316.0,1
ORD_000655,975.0,330.0,1
ORD_000657,1644.0,320.0,1
ORD_000658,384.0,310.0,1
ORD_000659,2410.0,564.0,1
ORD_000661,670.5,260.0,1
ORD_000668,818.5,361.0,1
ORD_000669,474.0,560.0,1
ORD_000677,726.0,60.0,1
ORD_000679,2164.0,302.0,1
ORD_000681,589.0,413.0,1
ORD_000688,945.0,324.0,1
ORD_000692,421.0,363.0,1
ORD_000694,284.0,323.0,1
ORD_000695,1671.0,570.0,1
ORD_000696,775.0,287.0,1
ORD_000697,200.0,325.0,1
ORD_000698,750.0,344.0,1
ORD_000700,2347.0,544.0,1
ORD_000705,1916.0,402.5,1
ORD_000716,232.0,515.0,1
ORD_000718,480.0,600.0,1
ORD_000727,757.0,343.0,1
ORD_000738,2000.0,574.0,1
ORD_000747,844.0,333.0,1
ORD_000753,887.0,360.0,1
ORD_000760,1598.0,290.0,1
ORD_000773,1710.0,70.0,1
ORD_000777,459.0,729.0,1
ORD_000785,364.0,311.0,1
ORD_000788,373.0,323.0,1
ORD_000790,2420.0,324.0,1
ORD_000791,310.7,459.5,1
ORD_000796,718.0,293.0,1
ORD_000800,862.0,279.0,1
ORD_000805,416.0,303.0,1
ORD_000806,777.0,634.0,1
ORD_000809,398.0,353.0,1
ORD_000819,945.0,324.0,1
ORD_000822,953.0,333.0,1
ORD_000839,2100.0,310.0,1
ORD_000848,375.0,480.0,1
ORD_000851,366.0,543.0,1
ORD_000854,1980.0,324.0,1
ORD_000855,606.0,100.0,1
ORD_000861,720.0,291.0,1
ORD_000864,932.0,354.0,1
ORD_000867,1300.0,330.0,1
ORD_000870,2370.0,295.0,1
ORD_000876,689.0,280.0,1
ORD_000878,445.0,455.0,1
ORD_000891,640.0,530.0,1
ORD_000894,720.0,280.0,1
ORD_000896,799.0,363.0,1
ORD_000900,1326.0,373.5,1
ORD_000909,384.0,294.0,1
ORD_000910,1139.0,324.0,1
ORD_000911,1550.0,331.0,1
ORD_000925,2040.0,549.0,1
ORD_000930,73.5,310.0,1
ORD_000932,679.0,60.0,1
ORD_000941,826.0,353.0,1
ORD_000943,2100.0,334.0,1
ORD_000945,467.0,585.0,1
ORD_000946,416.0,323.0,1
ORD_000947,1628.0,297.0,1
ORD_000961,953.5,328.5,1
ORD_000964,169.5,359.0,1
ORD_000967,1331.5,279.5,1
ORD_000980,403.5,230.0,1
ORD_000997,1285.0,70.0,1
ORD_001000,310.7,293.0,1
ORD_001008,2190.0,304.0,1
ORD_001015,2355.0,327.0,1
ORD_001024,417.0,549.0,1
ORD_001049,1226.0,323.0,1
ORD_001064,1140.0,575.0,1
ORD_001070,2321.0,544.0,1
ORD_001081,430.0,361.0,1
ORD_001083,388.5,284.0,1
ORD_001096,500.0,374.0,1
ORD_001101,876.5,352.5,1
ORD_001107,284.0,60.0,1
ORD_001120,371.0,556.0,1
ORD_001122,450.0,259.0,1
ORD_001124,2150.0,554.0,1
ORD_001129,1036.5,473.5,1
ORD_001132,337.0,491.0,1
ORD_001133,2000.0,560.0,1
ORD_001134,828.0,443.0,1
ORD_001147,878.0,323.0,1
