uid,Upi,Fleng,Fwidth
1,1,505.0,304.0
2,2,175.0,525.0
3,3,232.0,515.0
4,4,878.0,369.0
5,5,608.0,877.5
6,6,483.0,638.5
7,7,150.0,276.0
8,8,944.0,70.0
9,9,643.0,60.0
10,10,654.0,320.0
11,11,382.0,321.0
12,12,309.0,300.0
13,13,932.0,354.0
14,14,390.0,301.0
15,15,182.0,519.0
16,16,1018.0,463.0
17,17,862.0,279.0
18,18,450.0,259.0
19,19,874.0,553.0
20,20,1760.0,280.0
21,21,327.0,260.0
22,22,726.0,473.0
23,23,1538.0,675.0
24,24,1570.0,334.0
25,25,776.0,543.0
26,26,2009.0,323.0
27,27,150.5,507.0
28,28,2347.0,560.0
29,29,789.0,273.0
30,30,643.0,273.0
31,31,844.0,333.0
32,32,1210.0,330.0
33,33,1495.0,330.0
34,34,2347.0,544.0
35,35,402.0,543.0
36,36,1190.0,732.0
37,37,440.0,574.0
38,38,750.5,339.0
39,39,1485.0,322.0
40,40,300.0,355.0
41,41,347.0,581.0
42,42,335.0,301.0
43,43,393.0,361.0
44,44,363.0,541.0
45,45,373.0,350.0
46,46,752.0,329.0
47,47,440.0,324.0
48,48,1445.0,420.0
49,49,828.0,534.0
50,50,310.7,293.0
51,51,399.5,1113.5
52,52,164.0,278.0
53,53,717.5,458.5
54,54,214.0,330.0
55,55,233.0,448.5
56,56,2380.0,274.0
57,57,1224.0,308.0
58,58,869.0,299.0
59,59,425.5,279.0
60,60,650.0,257.0
61,61,511.0,281.0
62,62,284.0,312.0
63,63,518.0,554.0
64,64,2100.0,304.0
65,65,595.0,327.0
66,66,384.0,294.0
67,67,415.0,233.0
68,68,799.0,363.0
69,69,976.0,220.0
70,70,499.0,220.0
71,71,1209.0,301.0
72,72,393.0,361.0
73,73,300.0,300.0
74,74,642.0,330.0
75,75,831.0,316.0
76,76,826.0,353.0
77,77,668.5,342.0
78,78,441.0,259.0
79,79,625.0,80.0
80,80,953.0,60.0
81,81,413.0,199.0
82,82,700.0,330.0
83,83,837.0,537.0
84,84,828.0,443.0
85,85,982.0,327.0
86,86,430.0,361.0
87,87,444.0,333.0
88,88,685.0,378.0
89,89,357.5,539.0
90,90,416.0,303.0
91,91,862.0,279.0
92,92,514.0,573.0
93,93,1965.0,360.0
94,94,182.0,330.0
95,95,718.0,60.0
96,96,1247.0,665.5
97,97,264.0,343.0
98,98,422.0,303.0
99,99,1590.0,354.0
100,100,780.0,553.0
101,101,753.0,301.0
102,102,397.0,299.0
103,103,844.0,333.0
104,104,903.5,541.0
105,105,2321.0,550.0
106,106,262.0,327.0
107,107,975.0,330.0
108,108,110.0,330.0
109,109,874.0,398.0
110,110,1820.0,754.0
111,111,1883.5,896.0
112,112,2190.0,304.0
113,113,403.0,330.0
114,114,914.0,353.0
115,115,1494.5,782.0
116,116,235.0,273.0
117,117,1247.0,311.0
118,118,1884.0,330.0
119,119,2197.0,324.0
120,120,218.5,290.0
121,121,862.0,261.0
122,122,892.0,311.0
123,123,645.0,370.0
124,124,740.0,398.0
125,125,1884.0,303.0
126,126,1457.0,450.0
127,127,485.0,580.0
128,128,435.0,544.0
129,129,945.0,324.0
130,130,455.5,251.0
131,131,727.0,293.0
132,132,448.0,305.0
133,133,760.0,430.0
134,134,753.0,278.0
135,135,1002.0,311.0
136,136,463.0,520.0
137,137,1326.0,373.5
138,138,407.0,402.5
139,139,450.0,544.0
140,140,664.0,311.0
141,141,435.0,344.0
142,142,1759.5,263.0
143,143,713.5,418.0
144,144,333.8,300.0
145,145,675.0,554.0
146,146,1811.0,410.0
147,147,1916.0,402.5
148,148,717.5,352.5
149,149,123.5,510.0
150,150,143.5,510.0
151,151,1246.0,70.0
152,152,1490.0,730.0
153,153,384.0,373.0
154,154,1773.0,266.0
155,155,284.0,323.0
156,156,808.0,373.0
157,157,2295.0,364.0
158,158,2330.0,312.0
159,159,370.0,554.0
160,160,2360.0,536.0
161,161,463.0,333.0
162,162,1600.0,75.0
163,163,1064.0,309.0
164,164,1064.0,303.0
165,165,417.8,433.0
166,166,400.6,309.0
167,167,804.0,303.0
168,168,560.5,341.0
169,169,449.0,299.0
170,170,867.0,373.5
171,171,1585.0,70.0
172,172,841.0,80.0
173,173,850.5,301.0
174,174,430.0,309.0
175,175,1502.0,530.0
176,176,600.0,334.0
177,177,514.0,431.0
178,178,430.0,309.0
179,179,530.0,364.0
180,180,1324.0,376.0
181,181,876.0,353.0
182,182,480.0,363.0
183,183,2040.0,544.0
184,184,2128.0,70.0
185,185,2289.0,70.0
186,186,955.0,330.0
187,187,350.0,334.0
188,188,2040.0,490.0
189,189,599.5,483.5
190,190,1376.0,508.0
191,191,659.0,313.0
192,192,953.0,333.0
193,193,777.0,70.0
194,194,1014.0,60.0
195,195,531.0,70.0
196,196,384.0,310.0
197,197,1445.0,1150.0
198,198,413.0,303.0
199,199,421.0,343.0
200,200,443.0,541.0
201,201,300.0,330.0
202,202,800.0,580.0
203,203,2345.0,159.0
204,204,255.0,328.0
205,205,405.0,537.0
206,206,413.0,303.0
