uid,Upi,Fleng,Fwidth
1,1,713.5,409.0
2,2,393.0,361.0
3,3,902.0,330.0
4,4,2405.0,554.0
5,5,255.0,328.0
6,6,827.0,563.0
7,7,384.0,373.0
8,8,953.0,301.0
9,9,518.0,554.0
10,10,415.0,233.0
11,11,1284.0,329.0
12,12,590.0,544.0
13,13,2397.0,812.0
14,14,326.0,321.0
15,15,2220.0,474.0
16,16,417.8,433.0
17,17,402.0,543.0
18,18,743.0,280.0
19,19,417.0,549.0
20,20,182.0,300.0
21,21,776.0,393.0
22,22,1534.0,541.0
23,23,509.0,331.0
24,24,1686.0,294.0
25,25,379.0,361.0
26,26,2090.0,363.0
27,27,421.0,363.0
28,28,878.0,369.0
29,29,932.0,427.0
30,30,670.0,478.0
31,31,914.0,323.0
32,32,1458.0,299.0
33,33,403.0,531.0
34,34,282.0,310.0
35,35,844.0,333.0
36,36,2295.0,364.0
37,37,286.0,513.0
38,38,723.5,340.0
39,39,474.0,411.0
40,40,2382.0,535.0
41,41,1847.0,310.0
42,42,849.0,523.0
43,43,1334.5,605.0
44,44,430.0,361.0
45,45,382.0,321.0
46,46,679.0,313.0
47,47,2090.0,304.0
48,48,1004.0,453.0
49,49,791.0,321.0
50,50,313.5,293.0
51,51,2271.0,294.0
52,52,723.5,410.0
53,53,514.0,332.0
54,54,2352.0,524.0
55,55,300.0,300.0
56,56,1018.0,463.0
57,57,982.0,869.0
58,58,560.5,341.0
59,59,494.0,281.0
60,60,2220.0,294.0
61,61,545.0,301.0
62,62,558.5,307.0
63,63,379.0,361.0
64,64,768.0,250.0
65,65,914.0,353.0
66,66,2400.0,580.0
67,67,884.0,543.0
68,68,1626.0,329.0
69,69,2347.0,234.0
70,70,2190.0,304.0
71,71,549.0,336.0
72,72,1140.0,569.0
73,73,549.0,336.0
74,74,2321.0,334.0
75,75,670.0,321.0
76,76,2000.0,554.0
77,77,364.0,311.0
78,78,782.0,311.0
79,79,700.0,310.0
80,80,1600.0,75.0
81,81,2100.0,334.0
82,82,1482.0,500.0
83,83,953.0,333.0
84,84,2040.0,544.0
85,85,1327.0,277.0
86,86,777.0,543.0
87,87,315.0,218.0
88,88,659.0,313.0
89,89,2352.0,230.0
90,90,1399.5,263.5
91,91,513.0,551.0
92,92,1114.0,150.0
93,93,782.0,311.0
94,94,313.5,549.5
95,95,2400.0,550.0
96,96,154.5,595.0
97,97,300.0,330.0
98,98,1164.0,553.0
99,99,421.0,363.0
100,100,284.0,323.0
101,101,1400.0,294.0
102,102,400.6,311.0
103,103,2330.0,312.0
104,104,777.0,654.0
105,105,878.0,363.0
106,106,2119.0,160.0
107,107,971.0,543.0
108,108,1550.0,70.0
109,109,150.0,276.0
110,110,425.5,361.0
111,111,441.0,303.0
112,112,1114.0,333.0
113,113,1018.0,371.0
114,114,789.0,273.0
115,115,450.0,544.0
116,116,767.7,308.0
117,117,415.0,288.0
118,118,2064.0,321.0
119,119,373.0,311.0
120,120,404.0,553.0
121,121,740.5,348.0
122,122,654.0,320.0
123,123,2020.0,284.0
124,124,866.0,543.0
125,125,757.0,343.0
126,126,680.0,330.0
127,127,2382.0,544.0
128,128,383.0,75.0
129,129,953.0,60.0
130,130,333.0,70.0
131,131,780.0,80.0
132,132,900.0,100.0
133,133,2040.0,544.0
134,134,440.0,324.0
135,135,1760.0,299.0
136,136,1089.0,573.0
137,137,1686.0,294.0
138,138,926.0,318.0
139,139,862.0,279.0
140,140,923.0,305.0
141,141,685.0,771.0
142,142,2320.0,288.0
143,143,762.0,660.0
144,144,564.0,543.0
145,145,182.0,280.0
146,146,2040.0,544.0
147,147,417.8,433.0
148,148,944.0,548.0
149,149,1807.0,291.0
150,150,310.0,293.0
151,151,983.0,868.5
152,152,2347.0,479.0
153,153,450.0,894.0
154,154,1154.0,529.0
155,155,1499.0,180.0
156,156,1530.0,330.0
157,157,575.5,352.0
158,158,853.0,309.0
159,159,844.0,303.0
160,160,2190.0,330.0
161,161,232.0,350.0
162,162,2040.0,570.0
163,163,758.0,398.0
