uid,Upi,Fleng,Fwidth
1,1,2100.0,334.0
2,2,2090.0,304.0
3,3,1576.0,550.0
4,4,417.0,293.0
5,5,654.0,320.0
6,6,1884.0,303.0
7,7,1368.0,60.0
8,8,832.0,60.0
9,9,440.0,120.0
10,10,514.0,70.0
11,11,300.0,330.0
12,12,664.0,311.0
13,13,700.0,304.0
14,14,1626.0,329.0
15,15,1270.0,310.0
16,16,323.0,361.0
17,17,832.0,553.0
18,18,435.0,544.0
19,19,480.0,364.0
20,20,828.0,443.0
21,21,407.0,551.0
22,22,932.0,405.0
23,23,767.7,308.0
24,24,812.5,540.0
25,25,262.0,327.0
26,26,430.0,361.0
27,27,450.0,544.0
28,28,914.0,353.0
29,29,1089.0,573.0
30,30,925.0,324.0
31,31,310.7,364.5
32,32,1440.0,1150.0
33,33,218.5,290.0
34,34,216.5,375.0
35,35,982.0,367.0
36,36,777.0,543.0
37,37,350.0,334.0
38,38,953.0,548.0
39,39,1284.0,538.0
40,40,440.0,574.0
41,41,714.0,263.0
42,42,299.5,795.0
43,43,895.0,603.0
44,44,564.0,559.0
45,45,586.0,293.0
46,46,310.7,789.5
47,47,880.1,543.0
48,48,870.0,300.0
49,49,441.0,303.0
50,50,2005.0,539.0
51,51,795.0,311.0
52,52,683.0,861.5
53,53,650.0,655.0
54,54,828.4,309.0
55,55,1089.0,573.0
56,56,670.0,324.0
57,57,2370.0,289.0
58,58,463.0,333.0
59,59,1792.0,363.0
60,60,1565.0,500.0
61,61,814.0,531.0
62,62,826.0,353.0
63,63,1064.0,309.0
64,64,1720.0,261.0
65,65,2320.0,554.0
66,66,430.0,361.0
67,67,823.0,353.0
68,68,982.0,327.0
69,69,1482.0,352.0
70,70,622.5,419.0
71,71,680.0,320.0
72,72,1759.5,263.0
73,73,917.0,314.0
74,74,448.0,309.0
75,75,1058.0,351.0
76,76,425.0,310.0
77,77,421.0,343.0
78,78,422.0,303.0
79,79,727.0,291.0
80,80,880.1,541.0
81,81,1064.0,303.0
82,82,384.0,282.0
83,83,874.0,60.0
84,84,911.0,70.0
85,85,425.5,279.0
86,86,639.0,359.0
87,87,382.0,321.0
88,88,789.0,273.0
89,89,249.5,1148.5
90,90,1144.0,311.0
91,91,470.0,274.0
92,92,608.0,877.5
93,93,2040.0,544.0
94,94,908.0,322.0
95,95,154.5,1003.5
96,96,2382.0,535.0
97,97,845.5,317.0
98,98,764.0,60.0
99,99,1432.0,70.0
100,100,884.0,70.0
101,101,888.0,553.0
102,102,674.0,305.0
103,103,1679.0,180.0
104,104,1832.0,755.0
105,105,768.0,250.0
106,106,384.0,373.0
107,107,650.0,655.0
108,108,902.0,320.0
109,109,894.0,560.0
110,110,511.0,281.0
111,111,582.0,160.0
112,112,182.0,330.0
113,113,430.0,309.0
114,114,320.0,60.0
115,115,962.0,70.0
116,116,1326.5,145.5
117,117,782.0,323.0
118,118,415.0,288.0
119,119,1260.0,539.0
120,120,640.5,312.0
121,121,414.0,553.0
122,122,474.0,411.0
123,123,780.0,60.0
124,124,950.0,300.0
125,125,1156.0,328.0
126,126,312.0,320.0
127,127,820.0,751.0
128,128,2321.0,407.0
129,129,420.0,353.0
130,130,831.0,316.0
131,131,975.0,330.0
132,132,1644.0,320.0
133,133,384.0,310.0
134,134,2410.0,564.0
135,135,670.5,260.0
136,136,818.5,361.0
137,137,474.0,560.0
138,138,726.0,60.0
139,139,2164.0,302.0
140,140,589.0,413.0
141,141,945.0,324.0
142,142,421.0,363.0
143,143,284.0,323.0
144,144,1671.0,570.0
145,145,775.0,287.0
146,146,200.0,325.0
147,147,750.0,344.0
148,148,2347.0,544.0
149,149,1916.0,402.5
150,150,232.0,515.0
151,151,480.0,600.0
152,152,757.0,343.0
153,153,2000.0,574.0
154,154,844.0,333.0
155,155,887.0,360.0
156,156,1598.0,290.0
157,157,1710.0,70.0
158,158,459.0,729.0
159,159,364.0,311.0
160,160,373.0,323.0
161,161,2420.0,324.0
162,162,310.7,459.5
163,163,718.0,293.0
164,164,862.0,279.0
165,165,416.0,303.0
166,166,777.0,634.0
167,167,398.0,353.0
168,168,945.0,324.0
169,169,953.0,333.0
170,170,2100.0,310.0
171,171,375.0,480.0
172,172,366.0,543.0
173,173,1980.0,324.0
174,174,606.0,100.0
175,175,720.0,291.0
176,176,932.0,354.0
177,177,1300.0,330.0
178,178,2370.0,295.0
179,179,689.0,280.0
180,180,445.0,455.0
181,181,640.0,530.0
182,182,720.0,280.0
183,183,799.0,363.0
184,184,1326.0,373.5
185,185,384.0,294.0
186,186,1139.0,324.0
187,187,1550.0,331.0
188,188,2040.0,549.0
189,189,73.5,310.0
190,190,679.0,60.0
191,191,826.0,353.0
192,192,2100.0,334.0
193,193,467.0,585.0
194,194,416.0,323.0
195,195,1628.0,297.0
196,196,953.5,328.5
197,197,169.5,359.0
198,198,1331.5,279.5
199,199,403.5,230.0
200,200,1285.0,70.0
201,201,310.7,293.0
202,202,2190.0,304.0
203,203,2355.0,327.0
204,204,417.0,549.0
205,205,1226.0,323.0
206,206,1140.0,575.0
207,207,2321.0,544.0
208,208,430.0,361.0
209,209,388.5,284.0
210,210,500.0,374.0
211,211,876.5,352.5
212,212,284.0,60.0
213,213,371.0,556.0
214,214,450.0,259.0
215,215,2150.0,554.0
216,216,1036.5,473.5
217,217,337.0,491.0
218,218,2000.0,560.0
219,219,828.0,443.0
220,220,878.0,323.0
221,221,936.0,400.0
222,222,1044.0,543.0
223,223,575.5,352.0
224,224,643.0,273.0
225,225,474.0,162.0
226,226,440.0,1100.0
227,227,421.0,363.0
228,228,484.0,531.0
229,229,1499.0,350.0
230,230,448.0,305.0
231,231,333.9,300.0
232,232,953.0,301.0
233,233,1487.0,560.0
234,234,760.0,430.0
235,235,1629.0,508.0
236,236,731.0,819.5
