Customernumber,Fleng,Fwidth,Quantity
ORD_000001,564.0,541.0,1
ORD_000009,284.0,323.0,1
ORD_000011,505.0,304.0,1
ORD_000014,740.5,348.0,1
ORD_000017,712.0,248.5,1
ORD_000019,2000.0,362.0,1
ORD_000023,773.0,70.0,1
ORD_000031,1004.0,70.0,1
ORD_000032,780.0,551.0,1
ORD_000033,1176.0,320.0,1
ORD_000034,878.0,363.0,1
ORD_000035,509.0,331.0,1
ORD_000043,2360.0,444.0,1
ORD_000045,310.7,293.0,1
ORD_000049,2355.0,327.0,1
ORD_000055,2398.0,510.0,1
ORD_000059,384.0,373.0,1
ORD_000082,731.0,248.0,1
ORD_000086,1686.0,294.0,1
ORD_000095,874.0,553.0,1
ORD_000098,182.0,653.0,1
ORD_000099,1335.0,329.0,1
ORD_000107,1792.0,363.0,1
ORD_000120,855.5,310.0,1
ORD_000121,2340.0,305.0,1
ORD_000133,844.0,333.0,1
ORD_000137,1169.0,317.0,1
ORD_000138,862.0,279.0,1
ORD_000145,2320.0,554.0,1
ORD_000149,417.0,311.0,1
ORD_000151,666.0,330.0,1
ORD_000165,182.0,664.0,1
ORD_000168,863.0,280.0,1
ORD_000171,689.0,280.0,1
ORD_000179,1965.0,354.0,1
ORD_000180,320.5,311.0,1
ORD_000193,813.0,320.0,1
ORD_000195,899.5,322.0,1
ORD_000203,163.5,517.0,1
ORD_000208,664.0,291.0,1
ORD_000209,450.0,544.0,1
ORD_000212,258.0,245.0,1
ORD_000215,865.0,310.0,1
ORD_000219,164.5,312.0,1
ORD_000227,1226.0,323.0,1
ORD_000239,430.0,361.0,1
ORD_000243,813.0,320.0,1
ORD_000256,1965.0,400.0,1
ORD_000261,713.5,613.5,1
ORD_000269,404.0,303.0,1
ORD_000278,804.0,303.0,1
ORD_000281,455.5,251.0,1
ORD_000284,407.0,551.0,1
ORD_000289,882.0,369.0,1
ORD_000291,387.0,311.0,1
ORD_000297,363.0,541.0,1
ORD_000298,370.0,362.0,1
ORD_000304,1525.0,355.0,1
ORD_000311,1014.0,323.0,1
ORD_000319,363.0,541.0,1
ORD_000320,310.7,559.5,1
ORD_000321,310.7,293.0,1
ORD_000325,720.0,291.0,1
ORD_000326,1600.0,310.0,1
ORD_000331,393.0,361.0,1
ORD_000335,727.0,291.0,1
ORD_000337,375.0,480.0,1
ORD_000344,249.5,299.0,1
ORD_000345,878.0,351.0,1
ORD_000356,373.0,350.0,1
ORD_000363,417.0,363.0,1
ORD_000366,421.0,531.0,1
ORD_000369,900.0,989.0,1
ORD_000376,444.0,511.0,1
ORD_000378,670.0,321.0,1
ORD_000381,425.0,310.0,1
ORD_000382,2190.0,304.0,1
ORD_000387,320.0,158.0,1
ORD_000402,441.0,303.0,1
ORD_000403,416.0,303.0,1
ORD_000405,2100.0,334.0,1
ORD_000424,356.0,331.0,1
ORD_000464,589.0,60.0,1
ORD_000471,1433.0,60.0,1
ORD_000475,862.0,261.0,1
ORD_000477,414.0,553.0,1
ORD_000488,497.0,449.0,1
ORD_000491,755.0,420.0,1
ORD_000495,430.0,361.0,1
ORD_000497,795.0,311.0,1
ORD_000508,664.0,311.0,1
ORD_000510,264.0,343.0,1
ORD_000514,2397.0,440.0,1
ORD_000535,2265.0,70.0,1
ORD_000542,776.0,70.0,1
ORD_000543,1634.0,70.0,1
ORD_000545,1395.0,698.0,1
ORD_000549,844.0,303.0,1
ORD_000550,900.0,360.0,1
ORD_000560,844.0,333.0,1
ORD_000561,444.0,333.0,1
ORD_000562,586.0,293.0,1
ORD_000569,333.8,300.0,1
ORD_000570,1468.0,554.0,1
ORD_000571,450.0,332.0,1
ORD_000572,2220.0,294.0,1
ORD_000573,1339.0,304.0,1
ORD_000574,850.5,301.0,1
ORD_000575,255.0,328.0,1
ORD_000581,827.0,563.0,1
ORD_000582,1014.0,323.0,1
ORD_000584,866.0,543.0,1
ORD_000585,417.8,433.0,1
ORD_000587,1599.5,720.0,1
ORD_000590,1402.5,379.0,1
ORD_000593,971.0,543.0,1
ORD_000595,1089.0,573.0,1
ORD_000596,925.0,324.0,1
ORD_000616,764.0,60.0,1
ORD_000619,990.0,260.0,1
ORD_000621,776.0,543.0,1
ORD_000630,414.0,553.0,1
ORD_000631,1925.0,399.0,1
ORD_000636,1224.0,595.0,1
ORD_000646,284.0,323.0,1
ORD_000648,849.0,523.0,1
ORD_000652,875.0,380.0,1
ORD_000653,300.5,301.0,1
ORD_000656,457.0,354.0,1
ORD_000666,311.5,472.0,1
ORD_000670,777.0,654.0,1
ORD_000685,564.0,559.0,1
ORD_000687,908.0,322.0,1
ORD_000690,640.0,628.0,1
ORD_000708,918.0,302.0,1
ORD_000714,371.0,556.0,1
ORD_000717,826.0,353.0,1
ORD_000719,799.0,363.0,1
ORD_000731,2200.0,334.0,1
ORD_000737,902.0,320.0,1
ORD_000741,782.0,323.0,1
ORD_000742,920.0,330.0,1
ORD_000745,982.0,327.0,1
ORD_000746,326.0,321.0,1
ORD_000755,1445.5,535.0,1
ORD_000762,233.5,312.0,1
ORD_000763,182.0,330.0,1
ORD_000764,528.0,344.0,1
ORD_000784,364.0,311.0,1
ORD_000787,629.0,310.0,1
ORD_000797,870.0,550.0,1
ORD_000799,945.0,324.0,1
ORD_000803,1114.0,264.0,1
ORD_000811,643.0,300.0,1
ORD_000818,441.0,303.0,1
ORD_000821,953.0,333.0,1
ORD_000823,604.0,519.0,1
ORD_000825,844.0,333.0,1
ORD_000826,875.0,555.0,1
ORD_000828,625.0,80.0,1
ORD_000830,516.0,70.0,1
ORD_000834,299.0,70.0,1
ORD_000837,2208.0,70.0,1
ORD_000843,1437.5,483.0,1
ORD_000849,419.0,438.0,1
ORD_000852,896.0,311.0,1
ORD_000857,932.5,345.5,1
ORD_000859,405.0,199.0,1
ORD_000860,1340.0,340.0,1
ORD_000863,664.0,311.0,1
ORD_000866,2360.0,540.0,1
ORD_000868,384.0,310.0,1
ORD_000873,804.0,308.0,1
ORD_000882,780.0,60.0,1
ORD_000883,727.0,60.0,1
ORD_000884,953.0,70.0,1
ORD_000886,1614.0,70.0,1
ORD_000889,366.0,543.0,1
ORD_000905,1164.0,60.0,1
ORD_000907,773.0,70.0,1
ORD_000933,435.0,344.0,1
ORD_000944,417.0,549.0,1
ORD_000948,1331.5,298.0,1
ORD_000957,776.0,60.0,1
ORD_000960,1868.0,321.0,1
ORD_000962,983.0,280.0,1
ORD_000966,425.0,321.0,1
ORD_000970,1291.5,528.0,1
ORD_000977,1125.0,550.0,1
ORD_000981,403.0,841.5,1
ORD_000989,420.0,353.0,1
ORD_000994,414.0,70.0,1
ORD_001001,804.0,308.0,1
ORD_001003,366.4,342.0,1
ORD_001011,914.0,324.0,1
ORD_001012,373.0,311.0,1
ORD_001013,310.7,313.0,1
ORD_001017,2400.0,324.0,1
ORD_001019,570.0,260.0,1
ORD_001020,347.0,581.0,1
ORD_001022,776.0,391.0,1
ORD_001025,632.0,264.0,1
ORD_001027,300.0,258.0,1
ORD_001028,639.0,359.0,1
ORD_001030,853.0,359.0,1
ORD_001037,310.7,724.5,1
ORD_001040,450.0,580.0,1
ORD_001042,1089.0,573.0,1
ORD_001045,2053.5,552.0,1
ORD_001046,2400.0,544.0,1
ORD_001050,815.0,249.0,1
ORD_001057,1038.5,302.0,1
ORD_001058,364.0,303.0,1
ORD_001062,870.0,530.0,1
ORD_001066,2348.0,170.0,1
ORD_001067,2350.0,394.0,1
ORD_001071,740.0,380.0,1
ORD_001072,310.7,369.5,1
