board,uid,pid_raw,x,y,w,h,w0,h0,rotated
1,366,366,5.0,5.0,411.0,314.0,314.0,411.0,1
1,705,705,5.0,319.0,354.0,333.0,354.0,333.0,0
1,973,973,359.0,319.0,1833.0,800.0,1833.0,800.0,0
1,374,374,416.0,5.0,1732.0,303.0,1732.0,303.0,0
1,458,458,5.0,652.0,331.0,539.0,539.0,331.0,1
2,602,602,5.0,5.0,2376.0,620.0,2376.0,620.0,0
2,516,516,5.0,625.0,2326.0,575.0,2326.0,575.0,0
2,1206,1206,2331.0,625.0,70.0,400.0,400.0,70.0,1
3,310,310,5.0,5.0,1897.0,762.0,1897.0,762.0,0
3,1175,1175,5.0,767.0,2350.0,442.0,2350.0,442.0,0
3,673,673,1902.0,5.0,519.0,732.5,732.5,519.0,1
3,1071,1071,2355.0,737.5,70.0,412.0,412.0,70.0,1
4,1164,1164,5.0,5.0,2326.0,575.0,2326.0,575.0,0
4,231,231,5.0,580.0,2400.0,520.0,2400.0,520.0,0
5,526,526,5.0,5.0,1775.0,753.0,1775.0,753.0,0
5,434,434,5.0,758.0,2363.0,449.0,2363.0,449.0,0
5,205,205,1780.0,5.0,655.0,733.0,655.0,733.0,0
5,726,726,2368.0,738.0,60.0,477.0,477.0,60.0,1
6,490,490,5.0,5.0,1301.0,975.0,1301.0,975.0,0
6,357,357,1306.0,5.0,762.0,825.0,762.0,825.0,0
6,641,641,2068.0,5.0,363.0,839.0,839.0,363.0,1
6,831,831,1306.0,844.0,839.0,363.0,839.0,363.0,0
6,251,251,5.0,980.0,870.0,225.0,870.0,225.0,0
6,161,161,875.0,980.0,400.0,200.0,400.0,200.0,0
6,332,332,2145.0,844.0,214.0,338.0,214.0,338.0,0
6,1213,1213,2359.0,844.0,70.0,363.0,363.0,70.0,1
7,597,597,5.0,5.0,1264.0,997.0,1264.0,997.0,0
7,283,283,1269.0,5.0,748.5,808.5,748.5,808.5,0
7,1026,1026,2017.5,5.0,409.0,914.0,914.0,409.0,1
7,817,817,5.0,1002.0,1864.0,200.0,1864.0,200.0,0
7,103,103,1869.0,919.0,419.5,279.0,419.5,279.0,0
7,220,220,1269.0,813.5,542.0,152.5,152.5,542.0,1
8,465,465,5.0,5.0,1555.5,804.0,1555.5,804.0,0
8,672,672,5.0,809.0,2375.0,380.0,2375.0,380.0,0
8,734,734,1560.5,5.0,857.5,795.0,795.0,857.5,1
